24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.25,213.51,173.56,203.16,177.09,184.84,176.74,185.19,182.16,173.94,176.61,171.97,178.74,178.49,179.77,180.16,180.36,178.01,178.44,174.98,178.43,177.46,180.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.78,181.4,187,181.87,187.92,178.95,186.16,181.85,188.19,183.06,180.1,181.88,184.25,181.33,184.4,187.6,187.28,183.51,187.17,184.11,189.79,187.36,190.11,194.71,Peptide701,ErbB2-pY803,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,180.575,17.205,0.825,6.425,1.295,7.345,-1.625,5.585,1.275,7.615,2.485,-0.475,1.305,3.675,0.755,3.825,7.025,6.705,2.935,6.595,3.535,9.215,6.785,9.535,14.135
192.54,182.83,182.74,175.1,179.57,174.9,185.15,180.87,181.68,180.95,183.62,186.11,180.28,178.24,180.54,182.8,183.75,183.46,180.3,181.14,183.13,178.21,187.69,188.51,Peptide701,ErbB2-pY803,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.965,2.255,2.165,-5.475,-1.005,-5.675,4.575,0.295,1.105,0.375,3.045,5.535,-0.295,-2.335,-0.035,2.225,3.175,2.885,-0.275,0.565,2.555,-2.365,7.115,7.935
187.59,238.33,178.7,217.36,178.99,196.78,178.49,193.89,181.4,186.7,181.16,180.48,182.92,180,179.5,183.97,184.5,180.16,183.17,173.77,185.51,181.05,182.52,177.37,Peptide701,ErbB2-pY803,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.015,57.755,-1.875,36.785,-1.585,16.205,-2.085,13.315,0.825,6.125,0.585,-0.095,2.345,-0.575,-1.075,3.395,3.925,-0.415,2.595,-6.805,4.935,0.475,1.945,-3.205
212.67,276.32,193.06,248.81,192.38,222.34,180.24,204.54,187.88,192.03,178.4,182.76,180.83,179.52,174.39,177.25,179.38,181.77,177.49,181.08,184,179.16,175.08,184.43,Peptide701,ErbB2-pY803,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,32.095,95.745,12.485,68.235,11.805,41.765,-0.335,23.965,7.305,11.455,-2.175,2.185,0.255,-1.055,-6.185,-3.325,-1.195,1.195,-3.085,0.505,3.425,-1.415,-5.495,3.855
205.76,169.41,190,171.01,182.86,174.85,184.72,177.49,185.58,177.98,176.14,181,181.41,177.42,177.61,179.1,182.11,179.73,187.38,183.08,177.28,182.9,175.18,180.11,Peptide701,ErbB2-pY803,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.185,-11.165,9.425,-9.565,2.285,-5.725,4.145,-3.085,5.005,-2.595,-4.435,0.425,0.835,-3.155,-2.965,-1.475,1.535,-0.845,6.805,2.505,-3.295,2.325,-5.395,-0.465
189.74,184.61,183.61,177.65,183.21,179,176.85,178.38,180.77,181.11,179.39,174.59,180.91,184.33,181.2,178.92,173.99,181.66,184,180.12,184.92,179.53,177.84,180.99,Peptide701,ErbB2-pY803,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.165,4.035,3.035,-2.925,2.635,-1.575,-3.725,-2.195,0.195,0.535,-1.185,-5.985,0.335,3.755,0.625,-1.655,-6.585,1.085,3.425,-0.455,4.345,-1.045,-2.735,0.415
278.58,203.09,247.41,187.04,218.17,185.8,203.93,181.9,191.62,181.3,187.44,179.71,178.38,182.87,170.11,173.88,180.18,177.89,177.05,178.21,180.14,178.02,173.43,177.25,Peptide701,ErbB2-pY803,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,98.005,22.515,66.835,6.465,37.595,5.225,23.355,1.325,11.045,0.725,6.865,-0.865,-2.195,2.295,-10.465,-6.695,-0.395,-2.685,-3.525,-2.365,-0.435,-2.555,-7.145,-3.325
282.88,212.28,243.59,200.09,221.7,189.56,207.66,184.84,195.03,183.4,179.1,178.53,184.55,183.5,178.63,179.06,179.81,179.9,175.62,178.14,177.83,182.84,180.54,175.91,Peptide701,ErbB2-pY803,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,102.305,31.705,63.015,19.515,41.125,8.985,27.085,4.265,14.455,2.825,-1.475,-2.045,3.975,2.925,-1.945,-1.515,-0.765,-0.675,-4.955,-2.435,-2.745,2.265,-0.035,-4.665
181.61,177.09,181.85,173.82,174.41,182.16,179.13,179.38,183.49,169.69,181.25,180.47,178.93,179.19,177.34,169.77,184.43,177.52,176.87,178.28,180.39,180.94,185.45,176.66,Peptide701,ErbB2-pY803,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.035,-3.485,1.275,-6.755,-6.165,1.585,-1.445,-1.195,2.915,-10.885,0.675,-0.105,-1.645,-1.385,-3.235,-10.805,3.855,-3.055,-3.705,-2.295,-0.185,0.365,4.875,-3.915
180.88,214.52,173.02,194.2,174.12,188.27,177.17,185.95,178.35,189.27,173.85,180.27,181.98,176.2,179.29,182.26,178.64,180.37,177.09,180.44,182.3,182.16,184.72,178.36,Peptide701,ErbB2-pY803,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.305,33.945,-7.555,13.625,-6.455,7.695,-3.405,5.375,-2.225,8.695,-6.725,-0.305,1.405,-4.375,-1.285,1.685,-1.935,-0.205,-3.485,-0.135,1.725,1.585,4.145,-2.215
179.57,222.55,180.05,200.71,173.14,193.54,181.1,185.58,179.23,174.74,175.14,177.39,181.91,182.16,169,176.94,182.04,176.63,184.83,181.83,181.87,174,182.71,180.32,Peptide701,ErbB2-pY803,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.005,41.975,-0.525,20.135,-7.435,12.965,0.525,5.005,-1.345,-5.835,-5.435,-3.185,1.335,1.585,-11.575,-3.635,1.465,-3.945,4.255,1.255,1.295,-6.575,2.135,-0.255
217.81,183.88,191.69,177.48,185.63,183.91,185.72,176.23,176.84,179.37,177.64,172.05,184.04,178.17,175.76,175.48,181.75,175.14,184.22,181.04,179.5,182.96,181.56,175.39,Peptide701,ErbB2-pY803,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,37.235,3.305,11.115,-3.095,5.055,3.335,5.145,-4.345,-3.735,-1.205,-2.935,-8.525,3.465,-2.405,-4.815,-5.095,1.175,-5.435,3.645,0.465,-1.075,2.385,0.985,-5.185
246.08,204.04,226.14,188.56,205.85,188.31,193.57,186.09,189.32,174,184.02,178.41,184.32,179.18,175.26,176.86,175.52,178.99,184.23,178.29,187.11,176.48,185.51,173.85,Peptide701,ErbB2-pY803,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,65.505,23.465,45.565,7.985,25.275,7.735,12.995,5.515,8.745,-6.575,3.445,-2.165,3.745,-1.395,-5.315,-3.715,-5.055,-1.585,3.655,-2.285,6.535,-4.095,4.935,-6.725
197.86,202.81,180.69,194.24,178.07,184.66,179.65,187.03,187.34,180.59,176.89,179.1,177.7,178.29,178.35,177.87,175.27,183.57,177.71,177.25,178.79,182.38,183.84,180.87,Peptide701,ErbB2-pY803,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.285,22.235,0.115,13.665,-2.505,4.085,-0.925,6.455,6.765,0.015,-3.685,-1.475,-2.875,-2.285,-2.225,-2.705,-5.305,2.995,-2.865,-3.325,-1.785,1.805,3.265,0.295
196.26,272.78,181.74,232.73,178.98,212.2,180.34,204.61,182.03,183.49,182.55,183,182.35,178.81,182.68,179.64,184.79,175.47,178.41,176.8,182.69,187.1,180.23,176.78,Peptide701,ErbB2-pY803,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.685,92.205,1.165,52.155,-1.595,31.625,-0.235,24.035,1.455,2.915,1.975,2.425,1.775,-1.765,2.105,-0.935,4.215,-5.105,-2.165,-3.775,2.115,6.525,-0.345,-3.795
197.99,198.74,178.72,182.9,189.59,177.43,177.07,190,194.06,185.15,190.23,184.39,183.36,187.19,184.87,189.03,190.25,193,183.18,184.32,187.36,186.26,179.89,190.81,Peptide701,ErbB2-pY803,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.415,18.165,-1.855,2.325,9.015,-3.145,-3.505,9.425,13.485,4.575,9.655,3.815,2.785,6.615,4.295,8.455,9.675,12.425,2.605,3.745,6.785,5.685,-0.685,10.235
179.57,222.55,180.05,200.71,173.14,193.54,181.1,185.58,179.23,174.74,175.14,177.39,181.91,182.16,169,176.94,182.04,176.63,184.83,181.83,181.87,174,182.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.6,188.74,183.53,177.62,188.31,178.47,186.66,180.89,184.49,177.78,187.32,182.76,183.56,179.04,185.9,185.65,181.45,183.12,185.8,190.18,190.65,182.78,190.09,189.29,Peptide701,ErbB2-pY803,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,179.645,20.955,9.095,3.885,-2.025,8.665,-1.175,7.015,1.245,4.845,-1.865,7.675,3.115,3.915,-0.605,6.255,6.005,1.805,3.475,6.155,10.535,11.005,3.135,10.445,9.645
194.37,187.43,184.91,184.79,183.16,181.72,177.48,178.26,180.08,176.16,177.53,176.93,177.8,177.08,175.64,175.66,177.1,181.16,182.97,180.24,183.71,181.82,187.8,185.22,Peptide701,ErbB2-pY803,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.725,7.785,5.265,5.145,3.515,2.075,-2.165,-1.385,0.435,-3.485,-2.115,-2.715,-1.845,-2.565,-4.005,-3.985,-2.545,1.515,3.325,0.595,4.065,2.175,8.155,5.575
189.81,242.59,189.12,220.21,180.89,203.69,179.46,188.84,177.07,187.49,181.47,187.85,183.03,184.76,179.92,180.52,183.41,180.41,185.13,177.9,177.09,176.27,185.15,174.99,Peptide701,ErbB2-pY803,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.165,62.945,9.475,40.565,1.245,24.045,-0.185,9.195,-2.575,7.845,1.825,8.205,3.385,5.115,0.275,0.875,3.765,0.765,5.485,-1.745,-2.555,-3.375,5.505,-4.655
214.19,276.68,194.82,253.27,191.67,228.09,182.76,207.59,181.51,195.67,186.65,187.75,177.43,188.05,174.73,185.27,183.54,180.25,182.95,179.69,178.79,181.93,180.01,177.85,Peptide701,ErbB2-pY803,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,TNS3,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,34.545,97.035,15.175,73.625,12.025,48.445,3.115,27.945,1.865,16.025,7.005,8.105,-2.215,8.405,-4.915,5.625,3.895,0.605,3.305,0.045,-0.855,2.285,0.365,-1.795
205.11,176.89,191.72,166.27,187.98,174.85,181.95,183.83,179.69,174.51,179.43,177.09,183.16,178.15,179.59,176.97,175.11,177.28,183.04,176.08,174.15,177.97,178.58,178.25,Peptide701,ErbB2-pY803,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.465,-2.755,12.075,-13.375,8.335,-4.795,2.305,4.185,0.045,-5.135,-0.215,-2.555,3.515,-1.495,-0.055,-2.675,-4.535,-2.365,3.395,-3.565,-5.495,-1.675,-1.065,-1.395
193.84,181.97,181.68,176.48,181.22,178.95,178.04,180.09,182.39,182.48,178.57,180.05,181.83,183.35,174.6,179.51,179.29,178.61,182.73,179.71,181.98,178.06,184.2,182.5,Peptide701,ErbB2-pY803,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.195,2.325,2.035,-3.165,1.575,-0.695,-1.605,0.445,2.745,2.835,-1.075,0.405,2.185,3.705,-5.045,-0.135,-0.355,-1.035,3.085,0.065,2.335,-1.585,4.555,2.855
287.85,197.21,247.71,183.44,213.49,189.64,202.42,176.38,187.68,178.85,189.08,179.05,180.13,176.72,175.46,182.28,179.6,183.73,177.2,178.35,177.28,181.4,176.7,179.79,Peptide701,ErbB2-pY803,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,108.205,17.565,68.065,3.795,33.845,9.995,22.775,-3.265,8.035,-0.795,9.435,-0.595,0.485,-2.925,-4.185,2.635,-0.045,4.085,-2.445,-1.295,-2.365,1.755,-2.945,0.145
285.82,220.28,246.05,202.18,218.9,192.66,204.24,184.49,187.73,183.32,176.24,179.87,180.06,175.81,180.81,178.5,186.8,182.28,176.43,175.65,176.77,178.01,178.4,176.66,Peptide701,ErbB2-pY803,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,106.175,40.635,66.405,22.535,39.255,13.015,24.595,4.845,8.085,3.675,-3.405,0.225,0.415,-3.835,1.165,-1.145,7.155,2.635,-3.215,-3.995,-2.875,-1.635,-1.245,-2.985
185.8,177.97,177.06,171.36,173.71,180.03,177.77,176.65,182.8,175.02,177.17,179.14,177.7,177.5,178.88,177.64,178.6,173.98,177.95,179.87,181.94,174.28,180.84,179.14,Peptide701,ErbB2-pY803,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.155,-1.675,-2.585,-8.285,-5.935,0.385,-1.875,-2.995,3.155,-4.625,-2.475,-0.505,-1.945,-2.145,-0.765,-2.005,-1.045,-5.665,-1.695,0.225,2.295,-5.365,1.195,-0.505
179.65,211.52,177.49,200.73,174.56,189.33,181.04,183.48,178.27,185.33,176.25,178.33,182.26,181.83,178.46,179.8,178.14,182.51,179.01,181.55,175.32,179.23,176.25,181.25,Peptide701,ErbB2-pY803,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.005,31.875,-2.155,21.085,-5.085,9.685,1.395,3.835,-1.375,5.685,-3.395,-1.315,2.615,2.185,-1.185,0.155,-1.505,2.865,-0.635,1.905,-4.325,-0.415,-3.395,1.605
182.19,220.76,181.88,203.61,182.69,189.26,176.46,185.01,184.04,175.32,176.67,174.79,182.95,178.13,175.38,174.36,177.48,178.8,179.27,178.85,179.75,175.66,179.54,176.53,Peptide701,ErbB2-pY803,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.545,41.115,2.235,23.965,3.045,9.615,-3.185,5.365,4.395,-4.325,-2.975,-4.855,3.305,-1.515,-4.265,-5.285,-2.165,-0.845,-0.375,-0.795,0.105,-3.985,-0.105,-3.115
215.5,185.62,205.31,181.61,190.14,186.42,186.96,187.82,184.89,179.72,174.81,180.27,175.1,186.34,173.44,177.09,176.72,178.2,176.52,177.74,180.19,181.9,181.98,179.07,Peptide701,ErbB2-pY803,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,35.855,5.975,25.665,1.965,10.495,6.775,7.315,8.175,5.245,0.075,-4.835,0.625,-4.545,6.695,-6.205,-2.555,-2.925,-1.445,-3.125,-1.905,0.545,2.255,2.335,-0.575
254.41,208.56,225.7,189.75,208.79,178.81,192.78,182.74,190.32,181.51,183.09,177.26,186.15,181.59,178.64,175.27,176.4,187.44,175.84,179.6,176.4,176.11,177.43,181.82,Peptide701,ErbB2-pY803,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,SRC,TNS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,74.765,28.915,46.055,10.105,29.145,-0.835,13.135,3.095,10.675,1.865,3.445,-2.385,6.505,1.945,-1.005,-4.375,-3.245,7.795,-3.805,-0.045,-3.245,-3.535,-2.215,2.175
199.61,203.12,188.55,194.68,179.87,190.03,187.17,181.87,176.47,186.62,180.81,171.58,172.48,178.76,173.32,175.25,179.32,182.99,176.08,176.12,178.08,177.75,180.97,181.72,Peptide701,ErbB2-pY803,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,19.965,23.475,8.905,15.035,0.225,10.385,7.525,2.225,-3.175,6.975,1.165,-8.065,-7.165,-0.885,-6.325,-4.395,-0.325,3.345,-3.565,-3.525,-1.565,-1.895,1.325,2.075
195.49,270.88,183.25,237.56,179.23,215.92,183.01,199.72,181.85,187.51,180.17,185.34,181.32,178.16,182.22,183.67,186.54,182.77,181.47,177.95,181.41,178.86,186.71,186.65,Peptide701,ErbB2-pY803,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.845,91.235,3.605,57.915,-0.415,36.275,3.365,20.075,2.205,7.865,0.525,5.695,1.675,-1.485,2.575,4.025,6.895,3.125,1.825,-1.695,1.765,-0.785,7.065,7.005
197.92,194.14,186.57,191.65,186.47,185.86,179.88,187.05,186.44,180.93,183.46,183.42,187.97,179.39,184.85,181.19,191.44,188.7,189.72,184.17,186,182.79,181.81,184.76,Peptide701,ErbB2-pY803,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,18.275,14.495,6.925,12.005,6.825,6.215,0.235,7.405,6.795,1.285,3.815,3.775,8.325,-0.255,5.205,1.545,11.795,9.055,10.075,4.525,6.355,3.145,2.165,5.115
