21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183.75,259.92,194.45,225.14,188.24,214.39,192.35,201.77,188.88,196.11,196.47,196.96,190.03,188.3,187.81,183.33,192.33,189.16,190.69,185.34,190.58,190,186.62,186.45,,Peptide450,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.795,73.375,7.905,38.595,1.695,27.845,5.805,15.225,2.335,9.565,9.925,10.415,3.485,1.755,1.265,-3.215,5.785,2.615,4.145,-1.205,4.035,3.455,0.075,-0.095
264.37,213.25,250.71,200.02,227.07,199.68,213.86,199.78,205.84,196.27,197.1,192.73,191.99,190.89,186.59,191.43,189.33,184.33,183.6,187.38,192.67,187.35,188.61,188.34,,Peptide450,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,77.825,26.705,64.165,13.475,40.525,13.135,27.315,13.235,19.295,9.725,10.555,6.185,5.445,4.345,0.045,4.885,2.785,-2.215,-2.945,0.835,6.125,0.805,2.065,1.795
179.38,218.91,198.16,207.01,189.84,204.04,194.59,203.71,186.35,187.73,190.03,186.47,189.84,189.11,186.41,189.92,187.58,193.07,184.67,185.44,195.61,186.69,186.55,189.33,,Peptide450,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-7.165,32.365,11.615,20.465,3.295,17.495,8.045,17.165,-0.195,1.185,3.485,-0.075,3.295,2.565,-0.135,3.375,1.035,6.525,-1.875,-1.105,9.065,0.145,0.005,2.785
207.69,214.93,196.91,205.1,193.5,205.58,197.33,197.3,187.27,194.72,189.75,196.7,184.13,185.74,191.4,190.61,189.88,193.3,185.46,184.88,187.94,195.07,184.64,184.98,,Peptide450,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,21.145,28.385,10.365,18.555,6.955,19.035,10.785,10.755,0.725,8.175,3.205,10.155,-2.415,-0.805,4.855,4.065,3.335,6.755,-1.085,-1.665,1.395,8.525,-1.905,-1.565
175.43,198.52,218.46,198.7,209.34,192.63,192.53,191.44,194.39,193.77,182.83,188.39,183.69,183.17,182.51,183.94,189.74,188.59,190.98,187.4,192.36,188.52,189.64,190.33,,Peptide450,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,11.975,31.915,12.155,22.795,6.085,5.985,4.895,7.845,7.225,-3.715,1.845,-2.855,-3.375,-4.035,-2.605,3.195,2.045,4.435,0.855,5.815,1.975,3.095,3.785
199.62,213.92,193.77,201.93,195.5,199.86,190.38,190.06,189.84,192.36,187.67,187.84,180.93,189.45,191.17,189.85,191.25,190.58,188.13,189.13,187.53,189.72,187.73,186.65,,Peptide450,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.075,27.375,7.225,15.385,8.955,13.315,3.835,3.515,3.295,5.815,1.125,1.295,-5.615,2.905,4.625,3.305,4.705,4.035,1.585,2.585,0.985,3.175,1.185,0.105
177.05,197.92,192.25,192.68,190.96,193.06,190.07,188.29,190.49,191.38,192.24,188.07,188.8,181.47,190.14,181.96,193.28,190.72,191.87,187.14,193.07,188.81,191.14,192.5,,Peptide450,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-9.495,11.375,5.705,6.135,4.415,6.515,3.525,1.745,3.945,4.835,5.695,1.525,2.255,-5.075,3.595,-4.585,6.735,4.175,5.325,0.595,6.525,2.265,4.595,5.955
191.4,239.63,191.65,213.11,187.11,204.34,188.74,194.36,189.25,187.29,186.2,192.76,188.49,192.15,184.57,191.75,193.93,192.25,180.92,189.88,190.86,192.44,189.53,178.75,,Peptide450,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.855,53.085,5.105,26.565,0.565,17.795,2.195,7.815,2.705,0.745,-0.345,6.215,1.945,5.605,-1.975,5.205,7.385,5.705,-5.625,3.335,4.315,5.895,2.985,-7.795
171.27,270.77,219.62,258.32,209.48,260.92,200.09,253.03,194.5,239.76,185.86,227.19,195.21,206.54,185.5,201.26,192.61,195.8,186.72,192.81,182.62,181.6,193.92,188.9,,Peptide450,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,84.225,33.075,71.775,22.935,74.375,13.545,66.485,7.955,53.215,-0.685,40.645,8.665,19.995,-1.045,14.715,6.065,9.255,0.175,6.265,-3.925,-4.945,7.375,2.355
222.54,365.91,208.93,345.74,198.53,323.23,198.35,280.44,189.16,243.9,190.35,217.57,190.22,203.14,187.51,189.66,191.73,193,190.18,190.28,188.48,194.62,185.74,198.57,,Peptide450,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,35.995,179.365,22.385,159.195,11.985,136.685,11.805,93.895,2.615,57.355,3.805,31.025,3.675,16.595,0.965,3.115,5.185,6.455,3.635,3.735,1.935,8.075,-0.805,12.025
168.68,283.25,223.93,274.64,210.33,246.81,193.87,232.35,192.81,215.34,189.9,198.29,189.7,186.27,184.83,187.56,186.23,190.33,185.57,187.41,189.32,186.44,182.9,189.25,,Peptide450,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,96.705,37.385,88.095,23.785,60.265,7.325,45.805,6.265,28.795,3.355,11.745,3.155,-0.275,-1.715,1.015,-0.315,3.785,-0.975,0.865,2.775,-0.105,-3.645,2.705
221.87,198.82,215.31,205.45,205.22,193.21,199.88,202.45,199.98,200.25,195.29,193.53,197.11,196.27,189.18,196.09,194.56,194.46,199.55,197.97,200.65,197.44,195.19,181.68,,Peptide450,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,35.325,12.275,28.765,18.905,18.675,6.665,13.335,15.905,13.435,13.705,8.745,6.985,10.565,9.725,2.635,9.545,8.015,7.915,13.005,11.425,14.105,10.895,8.645,-4.865
193.89,241.73,183.44,210.87,193.93,205.08,183.69,193.85,183.85,184.51,185.65,187.91,184.67,187.32,186.65,191.78,189.98,184.79,186.44,186.62,190.96,191.16,187.4,,,Peptide450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.74,181.79,180.55,182.3,179.78,182.87,168.59,178.52,175.18,175.69,171.09,170.59,173.57,171.95,178.84,169.52,180.64,185.42,173.01,166.78,170.9,175.82,177.12,174.16,,Peptide465,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169.765,28.975,12.025,10.785,12.535,10.015,13.105,-1.175,8.755,5.415,5.925,1.325,0.825,3.805,2.185,9.075,-0.245,10.875,15.655,3.245,-2.985,1.135,6.055,7.355,4.395
182.93,169.64,176.42,179.88,171.78,177.75,177.8,177.67,171.21,172.75,172.69,171.21,169.24,130.8,182.06,165.04,170.34,168,168.92,173.01,173.37,173.28,173.92,175.89,,Peptide465,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.165,-0.125,6.655,10.115,2.015,7.985,8.035,7.905,1.445,2.985,2.925,1.445,-0.525,-38.965,12.295,-4.725,0.575,-1.765,-0.845,3.245,3.605,3.515,4.155,6.125
183.25,179.56,178.2,174.41,169.22,174.57,172.37,168.65,172.12,169.47,173.7,172.4,172.08,168.43,174.1,172.05,172.56,170.77,163.74,169.97,175.88,169.04,165.53,171.63,,Peptide465,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.485,9.795,8.435,4.645,-0.545,4.805,2.605,-1.115,2.355,-0.295,3.935,2.635,2.315,-1.335,4.335,2.285,2.795,1.005,-6.025,0.205,6.115,-0.725,-4.235,1.865
267.69,188.99,240.47,177.18,215.54,178.69,194.22,174.02,182.18,181.01,168.89,180.48,176.47,173.95,168.88,175.44,169.65,171.42,171.52,170.67,173.12,172.03,172.2,174.51,,Peptide465,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,97.925,19.225,70.705,7.415,45.775,8.925,24.455,4.255,12.415,11.245,-0.875,10.715,6.705,4.185,-0.885,5.675,-0.115,1.655,1.755,0.905,3.355,2.265,2.435,4.745
175.22,201.49,169.07,186.32,168.95,179.72,175.72,170.88,178.34,170.43,169.13,169.62,176.31,166.57,174.72,165.34,170.57,174.12,171.93,169.83,167.75,170.49,174.96,172.53,,Peptide465,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.455,31.725,-0.695,16.555,-0.815,9.955,5.955,1.115,8.575,0.665,-0.635,-0.145,6.545,-3.195,4.955,-4.425,0.805,4.355,2.165,0.065,-2.015,0.725,5.195,2.765
212.97,191.71,190.68,182.43,189.21,175.55,187.12,174,175.99,176.01,176.53,170.85,177.59,173.61,172.02,171.38,177.25,172.87,173.17,169.75,169.76,178.21,171.71,171.61,,Peptide465,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,43.205,21.945,20.915,12.665,19.445,5.785,17.355,4.235,6.225,6.245,6.765,1.085,7.825,3.845,2.255,1.615,7.485,3.105,3.405,-0.015,-0.005,8.445,1.945,1.845
187.1,174.02,170.48,181.26,172.54,170.76,167.75,173.6,174.67,171.39,173.18,169.24,170.83,175.25,170.19,172.33,168.94,178.21,170.72,166.17,169.26,168.49,168.67,174.05,,Peptide465,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.335,4.255,0.715,11.495,2.775,0.995,-2.015,3.835,4.905,1.625,3.415,-0.525,1.065,5.485,0.425,2.565,-0.825,8.445,0.955,-3.595,-0.505,-1.275,-1.095,4.285
251.38,193.33,225.49,183.49,210.6,184.36,195.48,170.72,186.26,179.6,178.99,167.69,176.27,170.75,171.38,171.75,163.4,165.75,167.03,167.41,169,166.27,172.84,177,,Peptide465,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,81.615,23.565,55.725,13.725,40.835,14.595,25.715,0.955,16.495,9.835,9.225,-2.075,6.505,0.985,1.615,1.985,-6.365,-4.015,-2.735,-2.355,-0.765,-3.495,3.075,7.235
204.33,166.48,186.53,166.49,181.77,164.24,178.58,171.85,170.37,170.58,171.73,169.61,172.51,167.15,172.24,168.45,175.02,172.05,170.26,169.03,172.25,168.4,172,176.7,,Peptide465,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,34.565,-3.285,16.765,-3.275,12.005,-5.525,8.815,2.085,0.605,0.815,1.965,-0.155,2.745,-2.615,2.475,-1.315,5.255,2.285,0.495,-0.735,2.485,-1.365,2.235,6.935
186.7,193.69,171.3,176.86,173.81,176.18,173.39,173.68,170.64,174.38,174.36,168.78,166.92,171.02,171.7,166.16,177.97,172.99,172.72,171.12,174.74,165.73,173.41,171.07,,Peptide465,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.935,23.925,1.535,7.095,4.045,6.415,3.625,3.915,0.875,4.615,4.595,-0.985,-2.845,1.255,1.935,-3.605,8.205,3.225,2.955,1.355,4.975,-4.035,3.645,1.305
192.56,175.39,177.94,174.08,175.37,168.09,172.83,169.73,163.08,174.33,163.53,161.02,168.16,166.59,166.42,167.53,168.91,170.84,165.92,166.2,175.23,173.5,166,169.9,,Peptide465,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.795,5.625,8.175,4.315,5.605,-1.675,3.065,-0.035,-6.685,4.565,-6.235,-8.745,-1.605,-3.175,-3.345,-2.235,-0.855,1.075,-3.845,-3.565,5.465,3.735,-3.765,0.135
215.25,189.72,195.31,176.86,182.89,175.3,177.9,172.3,178.04,175.85,175.88,170.2,168.33,168.93,173.02,168.03,171.41,172.03,168.31,171.91,169.05,168.77,171.77,160.81,,Peptide465,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,45.485,19.955,25.545,7.095,13.125,5.535,8.135,2.535,8.275,6.085,6.115,0.435,-1.435,-0.835,3.255,-1.735,1.645,2.265,-1.455,2.145,-0.715,-0.995,2.005,-8.955
159.3,191.13,207.16,173.4,190.43,175.83,181.46,164.68,176.84,168.92,172.91,165.72,172.5,168.47,168.8,168.37,172.47,172.05,166.83,168.45,171.67,169.92,167.95,170.93,,Peptide465,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-10.465,21.365,37.395,3.635,20.665,6.065,11.695,-5.085,7.075,-0.845,3.145,-4.045,2.735,-1.295,-0.965,-1.395,2.705,2.285,-2.935,-1.315,1.905,0.155,-1.815,1.165
195.25,341.11,178.59,318.62,176.6,287.55,174.11,224.03,175.83,202.1,169.97,196,169.84,177.76,165.12,175.53,173.27,173.16,168.5,169.54,170.13,176.2,174.74,163.96,,Peptide465,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.485,171.345,8.825,148.855,6.835,117.785,4.345,54.265,6.065,32.335,0.205,26.235,0.075,7.995,-4.645,5.765,3.505,3.395,-1.265,-0.225,0.365,6.435,4.975,-5.805
195.33,308.36,176.85,275.91,176.36,231.74,175.75,203.82,173.81,184.08,165.95,165.62,169.17,170.54,166.88,170.11,166.99,174.82,166.58,166.89,168.87,173.43,169.54,171.98,,Peptide465,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.565,138.595,7.085,106.145,6.595,61.975,5.985,34.055,4.045,14.315,-3.815,-4.145,-0.595,0.775,-2.885,0.345,-2.775,5.055,-3.185,-2.875,-0.895,3.665,-0.225,2.215
250.5,184.45,215.33,190.53,203.4,184.68,195.77,176.09,183.93,186.22,178.98,176.59,184.69,179.28,178.33,173.23,178.44,178.71,176.49,179.88,179.23,175.9,178.17,175.78,,Peptide465,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,80.735,14.685,45.565,20.765,33.635,14.915,26.005,6.325,14.165,16.455,9.215,6.825,14.925,9.515,8.565,3.465,8.675,8.945,6.725,10.115,9.465,6.135,8.405,6.015
176.61,284.64,167.63,233.27,172.96,217.51,165.49,196.56,166.03,187.57,169.24,179.5,170.29,170.39,172.43,169.39,162.55,163.47,162.36,167.03,173.97,169.78,171.8,,,Peptide465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.5,200.38,214.6,179.16,190.92,174.04,186.22,164.03,173.09,168.33,177.47,171.06,175.41,175.61,175.6,165.48,176.53,168.18,175.03,172.93,175.8,172.87,163.98,178.37,,Peptide444,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,PLCG1-NC,GRB7,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,166.455,75.045,33.925,48.145,12.705,24.465,7.585,19.765,-2.425,6.635,1.875,11.015,4.605,8.955,9.155,9.145,-0.975,10.075,1.725,8.575,6.475,9.345,6.415,-2.475,11.915
182.58,209.95,171.44,190.68,175.04,183.15,166.47,181.57,172.28,175.06,175.05,174.57,170.31,171.58,175.44,177.06,174.08,173.88,172.76,174.21,170.59,172.91,173.45,173.3,,Peptide444,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,DAPP-1,SLA2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,16.125,43.495,4.985,24.225,8.585,16.695,0.015,15.115,5.825,8.605,8.595,8.115,3.855,5.125,8.985,10.605,7.625,7.425,6.305,7.755,4.135,6.455,6.995,6.845
225.71,228.46,194.55,197.87,184.16,176.77,184.44,172.69,181.82,168.67,168.65,171.9,170.36,171.09,176.13,166.6,169.54,171.52,170.1,162.7,168.99,168.95,172.31,174.38,,Peptide444,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,SHB,PTK6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,59.255,62.005,28.095,31.415,17.705,10.315,17.985,6.235,15.365,2.215,2.195,5.445,3.905,4.635,9.675,0.145,3.085,5.065,3.645,-3.755,2.535,2.495,5.855,7.925
180.23,197.53,174.5,182.43,173.93,180.69,163.66,174.73,175.16,179.68,173.34,174.32,169.49,169.88,174.98,170.77,178.91,164.42,169.43,171.03,172.63,171.13,174.44,175.61,,Peptide444,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,GRB14,SH3BP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.775,31.075,8.045,15.975,7.475,14.235,-2.795,8.275,8.705,13.225,6.885,7.865,3.035,3.425,8.525,4.315,12.455,-2.035,2.975,4.575,6.175,4.675,7.985,9.155
184.15,160.8,178.63,168.47,169.06,161.52,169.62,176.38,170.11,168.59,171.26,170.17,169.86,165.43,165.47,171.23,171.79,170.44,165.56,167.23,173.61,169.95,175.61,166.82,,Peptide444,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,FGR,PLCG2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.695,-5.655,12.175,2.015,2.605,-4.935,3.165,9.925,3.655,2.135,4.805,3.715,3.405,-1.025,-0.985,4.775,5.335,3.985,-0.895,0.775,7.155,3.495,9.155,0.365
