34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,
172.89,187.6,157.99,195.71,156.47,190.3,196.27,186.52,188.72,189.9,188.46,190.29,153.85,187.5,152.55,186.83,152.49,185.97,161.35,191.16,149.34,183.34,182.43,176.88,,Peptide652-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
253.73,229.13,238.39,171.19,226.22,199.77,207.41,198.73,197.64,196.32,196.69,196.77,194.09,195.44,194.67,191.2,193.94,186.38,187.44,187.82,188.32,190.06,190.44,199.27,,Peptide652-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152.23,185.75,185.8,189.65,154.92,210.71,149.23,198.57,182.94,168.68,156.51,191.28,152.13,189.09,159.21,187.6,154.52,158.58,196.87,190.2,154.12,190.36,193.27,188.29,,Peptide652-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168.23,187.32,190.44,185.18,195.12,150.4,198.41,199.65,201.05,189.51,191.52,196.38,192.92,188.83,189.29,201.8,193.1,191.98,186.03,186.79,188.44,188.73,187.89,187.79,,Peptide652-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207.91,194.51,159.31,194.07,153.62,193.15,157.8,192.37,159.57,193.44,189.44,189.47,194.09,192.2,165.83,189.16,156.45,190.82,160.88,187.4,153.21,187.37,191.1,186.81,,Peptide652-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179.3,176.37,193.63,195.54,180.42,197.15,197.32,190.1,191.26,192.85,192.26,192.45,189.25,193.12,190.73,194.18,185.75,190.34,185.28,186.96,185.13,184.79,192.73,188.67,,Peptide652-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229.88,193.49,217.37,192.81,151.26,202.43,161.99,198.03,160.14,203.11,158.85,187.96,156.92,188.09,164.63,195.27,161.9,185.12,159.43,189.64,158.48,188.73,202.83,194.48,,Peptide652-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184.01,215.77,191.69,203.73,185.58,183.07,197.47,204.08,183.49,197.59,188.73,196.29,192.83,190.18,173.81,187.74,199.92,192.57,192.99,197.81,188.93,180.87,213.29,199.68,,Peptide652-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152.23,185.75,185.8,189.65,154.92,210.71,149.23,198.57,182.94,168.68,156.51,191.28,152.13,189.09,159.21,187.6,154.52,158.58,196.87,190.2,154.12,190.36,193.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179.78,199.44,217.23,200.48,171.31,202.34,154.55,196.96,158.93,190.17,156.53,188.78,149.77,190.47,159.03,186.77,160.97,189.87,157.63,187.57,170.64,193.45,196.83,165.55,,Peptide652-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
192.85,193.1,205.66,201.39,204.65,204.38,199.42,196.41,195.73,191.38,189.68,188.59,189.45,193.82,191.28,190.44,183.84,190.14,187.11,185.82,192.67,188.24,188.6,194.23,,Peptide652-1,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.32,190.22,158.23,197.03,151.2,200.87,154.79,198.09,157.51,193.01,143.03,194.09,159.31,192.48,148.78,189.82,160.82,187.02,147.24,187.79,152.5,189.78,187.02,185.66,,Peptide652-1,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156.95,191.51,179.63,195.55,204.8,209.77,200.18,201.14,187.55,191.31,184.74,185.67,191.45,190.64,195.96,186.05,191.65,186.78,184.45,185.9,188.56,190.35,194.34,192.39,,Peptide652-1,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186.07,222.11,159.29,210,145.98,203.8,150.72,192.28,146.86,182.2,160.62,189.77,161.86,192.4,153.77,190.5,151.64,188.28,159.31,187.22,185.92,186.63,186.21,188.13,,Peptide652-1,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164.27,214.75,185.14,209.77,195.34,202.36,194.71,197.01,186.07,183.48,190.44,187.03,187.02,188.04,189.7,193.85,191.21,197.63,184.58,187.3,188.53,192.67,186.71,182.29,,Peptide652-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
173.15,259.52,154.63,240.85,145.02,225.94,155.05,205.38,160.98,192.87,193.65,196.01,151.21,189.51,154.1,187.01,193.55,185.84,159.88,186.38,191.34,185.77,187.8,192.91,,Peptide652-1,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
194.37,152.5,186.14,211.23,189.23,206.36,192.13,205.07,189.64,177.78,190.09,189.41,192.35,189.92,187.3,188.94,190.66,188.47,185.63,188.38,185.51,185.97,188.68,187.47,,Peptide652-1,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171.89,194.4,168.86,197.66,155.79,188.68,192.67,187.83,190.51,184.97,186.75,194.29,151.97,193.6,152.65,192.99,149.59,188.87,159.54,191.89,147.2,189.68,185.82,178.46,,Peptide652-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
249.45,232.44,237.36,163.1,232.27,203.92,209.96,201.82,194.57,189.38,193.03,191.66,191.23,188.72,186.83,190.5,185.68,188.21,190.49,187.51,190.37,187.56,190.55,193.5,,Peptide652-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156.71,191.8,192.6,187.31,158.7,207.09,153.47,194.01,186.26,166.29,160.78,191.7,147.36,187.98,156.57,184.86,160.52,154.68,193.9,186.66,154.71,185.88,189.51,184.65,,Peptide652-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169.03,183.11,187.28,187.57,190.7,155.99,200.05,187.58,201.32,191.58,195.43,191.52,189.6,183.55,192.63,197.04,186.69,186.7,188.45,187.4,184.72,187.33,182.44,183.17,,Peptide652-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
208.07,193.73,161.31,193.46,151.47,188.27,156.53,191.45,159.45,192.38,190.33,191.26,188.89,187.61,164.71,187.55,152.06,188.96,152,179.13,153.3,186.26,190.52,186.88,,Peptide652-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
191.52,155.02,191.4,189.58,177.18,187.97,197.99,190.09,189.86,193.86,186.54,190.42,189.28,191.49,189.73,187.71,194.58,191.66,181.21,187.69,189.58,184.29,195.16,188.08,,Peptide652-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
226.74,188.87,226.17,190.67,160.39,198.95,155.14,203.38,152.92,197.27,152.98,188.38,153.19,187.95,165.41,191.58,158.57,192.84,149.81,184.34,149.9,188.93,200.95,203.14,,Peptide652-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180.51,212.99,191.77,210,185.54,184.97,201.69,200.1,179.15,197.38,196.88,195.35,192.66,194.44,171.53,196.71,197.82,190.73,195.7,191.94,192.65,188.42,198.92,210.56,,Peptide652-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156.71,191.8,192.6,187.31,158.7,207.09,153.47,194.01,186.26,166.29,160.78,191.7,147.36,187.98,156.57,184.86,160.52,154.68,193.9,186.66,154.71,185.88,189.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.9,242.82,213.5,239.76,161.65,252.4,155.06,224.53,193.26,200.83,195.6,197.07,192.1,185.13,186.45,179.51,187.28,194.52,191.22,192.14,196.3,192.49,195.4,190.65,,Peptide654-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238.18,215.17,221,223.16,219.05,189.3,197.58,198.13,194.64,192.19,186.24,185.72,187.9,190.73,183.17,190.98,187.49,190.49,186.22,190.18,193.46,187.47,186.96,187.26,,Peptide654-1,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288.94,239.14,154.55,224.63,172.39,219.65,223.24,209.97,211.66,192.57,174.49,193.43,165.06,187.07,161.98,187.12,187.08,185.31,188.52,181.44,188.96,181.13,192.84,188.64,,Peptide654-1,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
188.75,228.35,203.56,217.42,197.11,218.11,186.95,199.38,189.64,193.59,184.03,188.54,183.84,191.28,183.05,185.1,182.83,179.97,184.85,184.22,179.76,182.52,187.16,182.8,,Peptide654-1,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178.29,230.44,203.04,231.88,189.16,215.61,191.49,199.42,164,194.69,198.58,192.64,172.68,191.32,188.03,186.4,189.71,175.98,186.5,180.02,193.75,188.91,190.2,186.94,,Peptide654-1,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203.37,221.52,198.25,215.51,192.31,206.54,201.58,200.44,190.67,186.49,188.43,188.22,186.28,191.45,186.6,190.07,184.87,185.35,189.12,183.02,182.25,186.81,188.76,187.32,,Peptide654-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,253.92,165.28,229.24,173.56,217.89,171.22,201.2,164.03,194.77,192.14,173.89,171.45,182.77,162.56,182.73,182.67,186.72,199.92,183.72,186.8,182.62,188.52,182.87,,Peptide654-1,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
187.19,194.04,179.52,186.51,181.99,190.77,184.32,196.97,185.27,192.12,189.84,190.44,186.77,185.13,191.34,185,183.06,185.78,184.74,185.91,183.33,186.68,180.04,185.77,,Peptide654-1,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203.18,228.79,168.62,217.21,162.91,195.59,173.86,199.53,164.18,170.9,168.36,186.81,173.62,182.03,162.13,184.25,188.28,181.92,200.44,182.01,185.73,186.17,187.36,182,,Peptide654-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
244.45,271.12,218.81,238.76,200.66,228.69,201.47,208.54,191.21,200.53,196.31,186.18,191.28,183.56,187.52,182.31,186.97,187.64,183.84,183.6,186.82,189.36,186.04,184.76,,Peptide654-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142.44,164.22,166.55,189.59,165.69,200.61,165.33,203.18,168.71,193.76,172.61,188.73,171.9,181.1,168.25,185.32,167.04,189.66,192.9,179.21,194.09,178.49,192.91,177.31,,Peptide654-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160.25,227.81,157.01,216.67,167.6,209.39,187.15,198.98,190.99,193.67,191.95,188.14,190.03,194.82,189.17,179.3,185.33,184.24,181.63,185.21,182.39,192.64,184.35,182.43,,Peptide654-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295.97,225.33,275.18,199.34,164.29,191.85,171.67,184.85,169.95,188.7,169.71,182.95,164.43,184.7,168.12,184.54,172.31,186.06,165.95,191.19,193.4,184.36,199.03,181.35,,Peptide654-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222.06,196.6,198.92,185.46,189.78,190.44,193.13,186.55,187.74,185.38,186.13,181.51,184.3,182.67,184.52,181.52,185.55,187.13,184.01,186.02,187.51,189.92,185.83,190.26,,Peptide654-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
251.64,205.21,155.93,201.84,153.47,192.31,176.18,192.9,175.12,190.52,169.58,189.44,168.3,187.58,175.53,179.75,175.41,182.31,194.29,190.94,199.35,185.83,188.53,181.43,,Peptide654-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
235,242.3,224.52,225.12,205.56,207.56,197.51,204.26,193.58,193.4,193.5,191.78,188.74,185.2,193.42,191.46,191.01,192.7,184.36,187.11,187.53,186,186.14,176.79,,Peptide654-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142.44,164.22,166.55,189.59,165.69,200.61,165.33,203.18,168.71,193.76,172.61,188.73,171.9,181.1,168.25,185.32,167.04,189.66,192.9,179.21,194.09,178.49,192.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
248.8,263.75,224.86,226.51,210.7,213.61,201.33,198.51,205.29,205.18,207.34,204.36,197.57,187.72,196.37,199.46,198.09,192.67,201.59,199.03,194.22,193.41,198.5,200.49,,Peptide450-1,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,ITK,SHC3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207.6,211.12,191.22,214.85,192.89,215.27,198.42,209.95,202.93,201.27,200.21,194.2,201.46,202.76,193.28,193.81,192.56,191.92,192.84,198.28,195.18,195.43,195.84,190.53,,Peptide450-1,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,BCAR3,PLCG2-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,227.96,269.56,212.14,260.35,209.11,236.85,202.51,225.05,195.67,212.28,205.24,203.98,178.09,202.37,195.12,195.52,197.14,195.21,191.8,195.27,191.07,193.9,200.91,,Peptide450-1,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,YES1,SHC4,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214.35,251.28,197.14,236.04,198.06,217.71,216.78,216.33,202.13,204.92,202.6,201.59,188.75,171.44,188.94,197.78,190.27,194.05,192.99,190.39,197.78,193.16,193.77,193.68,,Peptide450-1,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,SLA2,MATK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
