22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244.64,225.68,212.53,193.71,192.28,145.68,184.82,180.88,188.05,182.27,174.84,176.04,175.51,179.81,181.91,179.22,173.61,167.75,178.71,176.71,175.76,175.28,172.77,173.31,,Peptide656-3.txt,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,71.21,52.25,39.1,20.28,18.85,-27.75,11.39,7.45,14.62,8.84,1.41,2.61,2.08,6.38,8.48,5.79,0.18,-5.68,5.28,3.28,2.33,1.85,-0.66,-0.12
204.71,181.52,185.7,173.94,180.82,174.68,174.82,176.73,180.22,183.13,179.53,173.09,172.77,176.29,182.18,174.67,178.4,177.11,176.79,178.73,179.36,180.8,176.92,171.79,,Peptide656-3.txt,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,31.28,8.09,12.27,0.51,7.39,1.25,1.39,3.3,6.79,9.7,6.1,-0.34,-0.66,2.86,8.75,1.24,4.97,3.68,3.36,5.3,5.93,7.37,3.49,-1.64
186.26,208.81,180.19,193.07,176.88,181.17,179.56,183.74,176.93,179.39,180.75,174.42,175.25,176.07,179.36,175.7,172.69,177.78,172.75,174.93,179.3,178.58,175.92,169.24,,Peptide656-3.txt,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.83,35.38,6.76,19.64,3.45,7.74,6.13,10.31,3.5,5.96,7.32,0.99,1.82,2.64,5.93,2.27,-0.74,4.35,-0.68,1.5,5.87,5.15,2.49,-4.19
181.46,177.83,174.76,177.92,182.64,173.45,173.25,171.97,176.33,173.12,170.15,174.36,173.56,164.48,172.82,176.63,176.45,179.38,176.18,174.39,178.33,176.9,178.06,175.69,,Peptide656-3.txt,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.03,4.4,1.33,4.49,9.21,0.02,-0.18,-1.46,2.9,-0.31,-3.28,0.93,0.13,-8.95,-0.61,3.2,3.02,5.95,2.75,0.96,4.9,3.47,4.63,2.26
184.14,213.61,171.72,204.55,171.36,187.18,177.62,188.25,174.01,187.81,173.04,177.73,180.74,179.52,173.85,169.94,174.58,171.6,172.25,176.91,180.28,173.31,150.73,171.12,,Peptide656-3.txt,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.71,40.18,-1.71,31.12,-2.07,13.75,4.19,14.82,0.58,14.38,-0.39,4.3,7.31,6.09,0.42,-3.49,1.15,-1.83,-1.18,3.48,6.85,-0.12,-22.7,-2.31
177.79,200.25,173.51,183.4,174.14,184.39,176.35,172.26,177.91,178.51,173.43,167.83,175.12,172.96,171.74,172.75,180.78,178.34,180.34,178.68,177.52,173.71,166.84,166.44,,Peptide656-3.txt,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.36,26.82,0.08,9.97,0.71,10.96,2.92,-1.17,4.48,5.08,0,-5.6,1.69,-0.47,-1.69,-0.68,7.35,4.91,6.91,5.25,4.09,0.28,-6.59,-6.99
182.33,180.48,178.08,176.81,177.6,170.78,178.62,180.04,177.77,173.96,180.4,173.43,174.86,170.11,173.74,175.11,176.79,183.05,177.73,177.57,177.37,175.96,175.18,176.64,,Peptide656-3.txt,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.9,7.05,4.65,3.38,4.17,-2.65,5.19,6.61,4.34,0.53,6.97,0,1.43,-3.32,0.31,1.68,3.36,9.62,4.3,4.14,3.94,2.53,1.75,3.21
186.36,175.9,179.06,175.69,174.09,170.72,175.16,175.3,174.13,172.99,175.96,177.3,179.83,176.01,175.28,174.93,173.55,174.82,175.49,174.89,174.36,176.03,173.55,174.09,,Peptide656-3.txt,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.93,2.47,5.63,2.26,0.66,-2.71,1.73,1.87,0.7,-0.44,2.53,3.87,6.4,2.58,1.85,1.5,0.12,1.39,2.06,1.46,0.93,2.6,0.12,0.66
178.01,209.08,170.49,187.08,184.27,189.09,177.36,182.27,177.91,178.25,180.75,179.48,171.18,178.34,174.05,174.88,183.11,175.96,175.15,179.37,176.6,175.14,173.28,163.5,,Peptide656-3.txt,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.58,35.65,-2.94,13.65,10.84,15.66,3.93,8.84,4.48,4.82,7.32,6.05,-2.25,4.91,0.62,1.45,9.68,2.53,1.72,5.94,3.17,1.71,-0.15,-9.93
181.14,201.3,169.43,190.19,177.3,181.8,174.18,179.31,170.48,179.36,173.58,174.46,177.25,173.51,172.25,176.02,175.74,177.88,177.66,178.38,176.46,173.8,171.89,169.87,,Peptide656-3.txt,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.71,27.87,-4,16.76,3.87,8.37,0.75,5.88,-2.95,5.93,0.15,1.03,3.82,0.08,-1.18,2.59,2.31,4.45,4.23,4.95,3.03,0.37,-1.54,-3.56
226.99,186.79,203.85,173.05,191.56,173.92,191.37,176.36,184.96,171.2,174.96,173.87,176.32,169.57,175.54,170.36,179.92,178.45,174.64,175.79,179.32,177.88,181.26,175.66,,Peptide656-3.txt,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,53.56,13.36,30.42,-0.38,18.13,0.49,17.94,2.93,11.53,-2.23,1.53,0.44,2.89,-3.86,2.11,-3.07,6.49,5.02,1.21,2.36,5.89,4.45,7.83,2.23
181.63,288.62,177.88,274.89,172.82,254.44,178.24,235.77,180.07,222.87,180.98,203.99,182.89,196.79,181.56,184.14,181.15,183.71,188.51,193.24,188.68,185.38,182.86,171.59,,Peptide656-3.txt,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.2,115.19,64,101.46,-0.61,81.01,4.81,62.34,6.64,49.44,7.55,30.56,9.46,23.36,8.13,10.71,7.72,10.28,15.08,19.81,15.25,11.95,9.43,-1.84
222.79,175.38,204.14,184.91,194.45,178.45,186.65,177.84,186.19,173.71,171.03,180.18,178.14,178.1,178.28,175.28,170.73,182,178.92,183.43,170.71,186.43,176.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.45,212.44,161.06,199.2,179.19,189.82,147.48,185.52,152.57,187.73,146.5,186.91,142.24,185.14,150.91,180.75,153.38,178.62,181.58,181.81,188.22,192.19,190.82,188.82,,Peptide657-3.txt,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,182.585,-23.135,29.855,-21.525,16.615,-3.395,7.235,-35.105,2.935,-30.015,5.145,-36.085,4.325,-40.345,2.555,-31.675,-1.835,-29.205,-3.965,-1.005,-0.775,5.635,9.605,8.235,6.235
187.96,190.46,179.58,186.52,175.89,180.57,176.38,175.55,178.44,172.8,175.55,182.01,178.91,182.71,177.8,178.69,181.23,180.61,182.44,184.37,177.07,178.84,181.89,185.17,,Peptide657-3.txt,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.375,7.875,-3.005,3.935,-6.695,-2.015,-6.205,-7.035,-4.145,-9.785,-7.035,-0.575,-3.675,0.125,-4.785,-3.895,-1.355,-1.975,-0.145,1.785,-5.515,-3.745,-0.695,2.585
168.84,187.07,198.53,182.04,185.29,181.28,155.95,175.34,152.83,175.56,150.08,177.16,155.71,174.33,154.29,186.93,153.99,179.02,146.37,179.05,184,176.88,177.73,181.86,,Peptide657-3.txt,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-13.745,4.485,15.945,-0.545,2.705,-1.305,-26.635,-7.245,-29.755,-7.025,-32.505,-5.425,-26.875,-8.255,-28.295,4.345,-28.595,-3.565,-36.215,-3.535,1.415,-5.705,-4.855,-0.725
171.36,162.79,178.66,191.97,178.38,188.73,177.16,178.31,183.68,180.7,184.65,182.29,185.64,179.23,177.73,183.44,180.9,171.29,178.14,182.92,182.49,182.06,179.26,175.77,,Peptide657-3.txt,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-11.225,-19.795,-3.925,9.385,-4.205,6.145,-5.425,-4.275,1.095,-1.885,2.065,-0.295,3.055,-3.355,-4.855,0.855,-1.685,-11.295,-4.445,0.335,-0.095,-0.525,-3.325,-6.815
163.28,204.74,177.96,188.26,184.3,182.51,156.18,179.7,157.04,182.15,150.41,185.33,154.29,179.16,154.54,176.19,151.38,180.52,187.95,178.03,182.68,179.39,179.71,183.76,,Peptide657-3.txt,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-19.305,22.155,-4.625,5.675,1.715,-0.075,-26.405,-2.885,-25.545,-0.435,-32.175,2.745,-28.295,-3.425,-28.045,-6.395,-31.205,-2.065,5.365,-4.555,0.095,-3.195,-2.875,1.175
195.63,180.39,178.89,176.44,174.21,180.64,176.46,183.15,181.9,184.32,173.26,180.35,181.29,177.74,179.71,173.82,181.72,180.57,177.21,181.36,177.8,183.63,187.98,182.69,,Peptide657-3.txt,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.045,-2.195,-3.695,-6.145,-8.375,-1.945,-6.125,0.565,-0.685,1.735,-9.325,-2.235,-1.295,-4.845,-2.875,-8.765,-0.865,-2.015,-5.375,-1.225,-4.785,1.045,5.395,0.105
179.6,207.79,174.31,196.18,180.44,184.17,175.6,181.7,157.08,181.94,175.64,173.56,177.63,175.25,180.52,177.54,181.26,180.47,180.23,181.68,189.1,181.96,184.26,180.12,,Peptide657-3.txt,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.985,25.205,-8.275,13.595,-2.145,1.585,-6.985,-0.885,-25.505,-0.645,-6.945,-9.025,-4.955,-7.335,-2.065,-5.045,-1.325,-2.115,-2.355,-0.905,6.515,-0.625,1.675,-2.465
180.45,184.28,183.4,174.72,183.12,176.65,180.14,179.46,179.91,176.75,173.36,177.17,177.72,182.86,177.43,174.6,184.39,177.32,178.58,178.78,179.95,177.99,179.6,185.76,,Peptide657-3.txt,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.135,1.695,0.815,-7.865,0.535,-5.935,-2.445,-3.125,-2.675,-5.835,-9.225,-5.415,-4.865,0.275,-5.155,-7.985,1.805,-5.265,-4.005,-3.805,-2.635,-4.595,-2.985,3.175
159.92,212.77,179.3,209.31,169.85,186,172.1,185.36,159.24,184.49,158.17,176.51,179.84,181.84,151.44,174.43,148.82,175.51,145.74,179.31,180.33,176.94,186.86,175.98,,Peptide657-3.txt,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-22.665,30.185,-3.285,26.725,-12.735,3.415,-10.485,2.775,-23.345,1.905,-24.415,-6.075,-2.745,-0.745,-31.145,-8.155,-33.765,-7.075,-36.845,-3.275,-2.255,-5.645,4.275,-6.605
193.07,190.63,184.12,187.09,181,180.54,179.06,177.57,175.85,177.87,174.58,179.57,176.64,186.83,177.24,180.76,180.27,175.48,183.72,186.08,176.38,177.21,175.22,182.11,,Peptide657-3.txt,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.485,8.045,1.535,4.505,-1.585,-2.045,-3.525,-5.015,-6.735,-4.715,-8.005,-3.015,-5.945,4.245,-5.345,-1.825,-2.315,-7.105,1.135,3.495,-6.205,-5.375,-7.365,-0.475
180.98,175.77,177.42,174.79,173.4,172.05,155.21,173.65,151.82,175.57,153.49,179.9,154.32,177.69,162.98,174.54,150.51,175.97,151.84,181.71,143.39,179.31,171.62,175.27,,Peptide657-3.txt,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.605,-6.815,-5.165,-7.795,-9.185,-10.535,-27.375,-8.935,-30.765,-7.015,-29.095,-2.685,-28.265,-4.895,-19.605,-8.045,-32.075,-6.615,-30.745,-0.875,-39.195,-3.275,-10.965,-7.315
178.5,157.84,173.81,174.49,176.44,173.94,175.95,175.35,179.4,175.72,177.09,174.25,182.91,178.07,180.89,175.9,180.81,177.72,177.3,175.08,175.72,182.01,181.28,183.8,,Peptide657-3.txt,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.085,-24.745,-8.775,-8.095,-6.145,-8.645,-6.635,-7.235,-3.185,-6.865,-5.495,-8.335,0.325,-4.515,-1.695,-6.685,-1.775,-4.865,-5.285,-7.505,-6.865,-0.575,-1.305,1.215
185.78,193.39,176.91,178.15,174.31,176.37,151.86,176.69,177.01,178.86,177.3,175.11,151.42,173.95,157.49,185.51,154.35,174.72,149.35,175.61,143.95,176.94,182.92,188.89,,Peptide657-3.txt,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.195,10.805,-5.675,-4.435,-8.275,-6.215,-30.725,-5.895,-5.575,-3.725,-5.285,-7.475,-31.165,-8.635,-25.095,2.925,-28.235,-7.865,-33.235,-6.975,-38.635,-5.645,0.335,6.305
185.74,185.95,174.04,184.95,181.88,182.47,180.51,182.05,182.2,181.4,177.48,179.51,182.16,184.81,172.87,172.53,178.75,180.95,180.78,182.53,180.32,179.11,178.22,184.88,,Peptide657-3.txt,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.155,3.365,-8.545,2.365,-0.705,-0.115,-2.075,-0.535,-0.385,-1.185,-5.105,-3.075,-0.425,2.225,-9.715,-10.055,-3.835,-1.635,-1.805,-0.055,-2.265,-3.475,-4.365,2.295
211.92,187.63,202.45,178.95,187.11,174.96,183.91,176.06,152.62,177.13,151.27,180,154.94,183.44,151.83,176,143.43,182.82,156.03,180.21,149.58,177.66,182.48,187.09,,Peptide657-3.txt,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.335,5.045,19.865,-3.635,4.525,-7.625,1.325,-6.525,-29.965,-5.455,-31.315,-2.585,-27.645,0.855,-30.755,-6.585,-39.155,0.235,-26.555,-2.375,-33.005,-4.925,-0.105,4.505
189.61,257.14,194.55,222.85,187.56,219.45,185.05,200.67,190.46,189.87,196.98,196.96,189.14,194.42,197.96,197.79,197.98,193.77,187.68,191.73,191.61,190.9,193.18,192.1,,Peptide657-3.txt,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.025,74.555,65,40.265,4.975,36.865,2.465,18.085,7.875,7.285,14.395,14.375,6.555,11.835,15.375,15.205,15.395,11.185,5.095,9.145,9.025,8.315,10.595,9.515
212.44,161.06,199.2,179.19,189.82,147.48,185.52,152.57,187.73,146.5,186.91,142.24,185.14,150.91,180.75,153.38,178.62,181.58,181.81,188.22,192.19,190.82,188.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.69,213.47,146.99,198.81,175,181.39,155.67,181.72,151.46,186.74,150.92,197.04,140.47,173.35,149.72,190.2,140.46,181.38,199.35,174.88,177.26,193.26,177.88,200.28,,Peptide657-3,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,181.79,-32.1,31.68,-34.8,17.02,-6.79,-0.4,-26.12,-0.07,-30.33,4.95,-30.87,15.25,-41.32,-8.44,-32.07,8.41,-41.33,-0.41,17.56,-6.91,-4.53,11.47,-3.91,18.49
195.33,183.73,170.61,190.12,181.66,195.57,181.71,185.55,171.45,177.38,181.1,200.8,167.37,164.36,178.94,174.44,164.47,175.49,198.88,168.98,179.65,187.17,192.69,185.78,,Peptide657-3,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,13.54,1.94,-11.18,8.33,-0.13,13.78,-0.08,3.76,-10.34,-4.41,-0.69,19.01,-14.42,-17.43,-2.85,-7.35,-17.32,-6.3,17.09,-12.81,-2.14,5.38,10.9,3.99
