18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.93,168.38,177.95,163.79,174.15,157.22,171.84,158.44,161.99,156.55,160.71,155.09,161.07,154.35,172.65,162.04,176.56,158.09,168.73,161.28,168.31,166.51,165.07,169.18,,Peptide434,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,160.715,37.215,7.665,17.235,3.075,13.435,-3.495,11.125,-2.275,1.275,-4.165,-0.005,-5.625,0.355,-6.365,11.935,1.325,15.845,-2.625,8.015,0.565,7.595,5.795,4.355,8.465
171.02,166.76,168.41,162.22,165.99,163.7,156.41,163.02,167.07,170.41,163.8,167.52,169.63,125.01,163.06,149.83,169.3,155.37,167.88,153.02,170.39,166.73,167.72,174.45,,Peptide434,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,10.305,6.045,7.695,1.505,5.275,2.985,-4.305,2.305,6.355,9.695,3.085,6.805,8.915,-35.705,2.345,-10.885,8.585,-5.345,7.165,-7.695,9.675,6.015,7.005,13.735
177.75,165.86,168.44,167.71,163.84,164.65,152.87,164.48,158.6,168.05,168.27,154.32,163.59,159.61,169.94,167.11,161.22,163.33,172.63,165.95,167.51,167.01,165.75,169.84,,Peptide434,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,17.035,5.145,7.725,6.995,3.125,3.935,-7.845,3.765,-2.115,7.335,7.555,-6.395,2.875,-1.105,9.225,6.395,0.505,2.615,11.915,5.235,6.795,6.295,5.035,9.125
166.83,153.95,158.23,170.51,167.98,167.05,169.31,164.45,168.25,167.98,165.27,168.64,166.75,164.65,153.73,165.6,165.76,166.31,165.02,158.32,163.59,163.44,164.24,164.5,,Peptide434,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.115,-6.765,-2.485,9.795,7.265,6.335,8.595,3.735,7.535,7.265,4.555,7.925,6.035,3.935,-6.985,4.885,5.045,5.595,4.305,-2.395,2.875,2.725,3.525,3.785
164.96,174.11,164.86,165.38,161.89,151.57,161.77,166.2,162.09,165.97,170.38,168.27,166.47,167.53,163.67,165.95,167.66,162.87,163.4,152.85,167.82,169.39,161.79,160.66,,Peptide434,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.245,13.395,4.145,4.665,1.175,-9.145,1.055,5.485,1.375,5.255,9.665,7.555,5.755,6.815,2.955,5.235,6.945,2.155,2.685,-7.865,7.105,8.675,1.075,-0.055
173.36,172.74,163.36,174.88,162.65,169,165.28,156.3,171.72,164.71,164.78,165.65,157.67,165.9,170.53,165.03,172.31,163.07,167.45,163.01,168.82,162.67,164.52,164,,Peptide434,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,12.645,12.025,2.645,14.165,1.935,8.285,4.565,-4.415,11.005,3.995,4.065,4.935,-3.045,5.185,9.815,4.315,11.595,2.355,6.735,2.295,8.105,1.955,3.805,3.285
157.91,154.71,169.04,154.91,161.16,165.35,154.3,160.75,170.73,166.01,166.79,161.55,164.06,163.64,166.06,164.55,155.6,166.62,163.16,155.76,160.16,153.14,163.64,167.63,,Peptide434,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.805,-6.005,8.325,-5.805,0.445,4.635,-6.415,0.035,10.015,5.295,6.075,0.835,3.345,2.925,5.345,3.835,-5.115,5.905,2.445,-4.955,-0.555,-7.575,2.925,6.915
158.61,164.56,167.85,168.91,165.11,170.74,164.08,170.56,166.99,154.63,166.95,169.62,166.7,170.49,165.67,158.41,166.02,161.22,164.03,164.97,167.07,163.83,165.24,164.61,,Peptide434,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.105,3.845,7.135,8.195,4.395,10.025,3.365,9.845,6.275,-6.085,6.235,8.905,5.985,9.775,4.955,-2.305,5.305,0.505,3.315,4.255,6.355,3.115,4.525,3.895
172.19,159.92,170.63,161.45,164.45,151.02,165.06,169.11,163.94,150.15,160.95,151.52,164.36,163.81,158.25,163.79,165.91,157.79,160.21,159.36,163.37,167.89,163.78,150.33,,Peptide434,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.475,-0.795,9.915,0.735,3.735,-9.695,4.345,8.395,3.225,-10.565,0.235,-9.195,3.645,3.095,-2.465,3.075,5.195,-2.925,-0.505,-1.355,2.655,7.175,3.065,-10.385
165.71,167.65,150.08,156.46,169.57,165.28,172.21,165.95,157.76,168.32,167.45,166.71,167.87,162.34,165.09,165.52,163.21,157.18,147.29,165.35,169.05,166.55,161.23,161.56,,Peptide434,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.995,6.935,-10.635,-4.255,8.855,4.565,11.495,5.235,-2.955,7.605,6.735,5.995,7.155,1.625,4.375,4.805,2.495,-3.535,-13.425,4.635,8.335,5.835,0.515,0.845
156.6,153.93,167.05,146.37,164.29,165.13,167.49,164.64,163.56,158.73,170.09,162.01,167.64,161.31,163.47,169.32,161.05,153.34,163.46,161.47,166.34,162.6,160.85,164.43,,Peptide434,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.115,-6.785,6.335,-14.345,3.575,4.415,6.775,3.925,2.845,-1.985,9.375,1.295,6.925,0.595,2.755,8.605,0.335,-7.375,2.745,0.755,5.625,1.885,0.135,3.715
154.52,161.46,152.38,168.33,162.04,166.88,164.8,166.23,168.53,159.92,163.86,164.65,164.99,163.65,163.8,162.44,161.04,162.8,164.03,165.14,161.8,167.1,163.73,158.28,,Peptide434,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-6.195,0.745,-8.335,7.615,1.325,6.165,4.085,5.515,7.815,-0.795,3.145,3.935,4.275,2.935,3.085,1.725,0.325,2.085,3.315,4.425,1.085,6.385,3.015,-2.435
160.19,189.18,156.42,174.42,161.29,162.91,167.65,172.35,161.84,157.87,166.14,148.34,165.37,160.95,165.04,151.46,166.22,164.87,170.4,164.29,163.14,163.66,161.58,160.53,,Peptide434,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-0.525,28.465,-4.295,13.705,0.575,2.195,6.935,11.635,1.125,-2.845,5.425,-12.375,4.655,0.235,4.325,-9.255,5.505,4.155,9.685,3.575,2.425,2.945,0.865,-0.185
161.04,183.36,160.93,170.5,159.58,178.69,165.61,159.77,153.74,172.06,165.43,170.01,161.58,170.44,166.05,164.49,161.38,166.13,156.26,158.07,162.65,166.92,164.07,168.47,,Peptide434,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.325,22.645,0.215,9.785,-1.135,17.975,4.895,-0.945,-6.975,11.345,4.715,9.295,0.865,9.725,5.335,3.775,0.665,5.415,-4.455,-2.645,1.935,6.205,3.355,7.755
175.85,167.69,175.4,159.08,159.56,166.96,156.13,161.83,163.48,146.86,161.21,157.37,167.47,162.12,159.87,149.79,164.93,166.62,166.16,161.34,167.77,163.34,165.73,159.32,,Peptide434,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.135,6.975,14.685,-1.635,-1.155,6.245,-4.585,1.115,2.765,-13.855,0.495,-3.345,6.755,1.405,-0.845,-10.925,4.215,5.905,5.445,0.625,7.055,2.625,5.015,-1.395
172.65,177.56,177.51,172.94,173.07,175.47,160.78,176.28,167.64,170.27,170.54,173.28,174.76,171.72,173.97,164.34,178.98,170.64,163.25,167.5,170.85,172.58,167.18,165.31,,Peptide434,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.935,16.845,16.795,12.225,12.355,14.755,0.065,15.565,6.925,9.555,9.825,12.565,14.045,11.005,13.255,3.625,18.265,9.925,2.535,6.785,10.135,11.865,6.465,4.595
152.08,167.69,151.99,164.76,152.05,166.97,150.25,164.54,159.25,165.26,163.38,165.14,162.14,162,160.33,162.94,161.1,164.08,165.65,169.23,161.28,166,164.72,,,Peptide434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199.32,173.31,193.41,172.72,178.1,170.69,184.94,162.06,171.82,166.94,171.3,164.11,176.89,169.75,170.45,170.34,172.48,168.08,175.33,176.17,179.11,178.71,173.12,174.76,,Peptide442,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,166.425,32.895,6.885,26.985,6.295,11.675,4.265,18.515,-4.365,5.395,0.515,4.875,-2.315,10.465,3.325,4.025,3.915,6.055,1.655,8.905,9.745,12.685,12.285,6.695,8.335
174.23,169.72,172.19,168.07,159.71,167.5,165.82,167.84,165.7,172.05,166.8,172.4,168.65,134.93,167.3,162.28,169.83,174.6,174.21,172.84,165.79,174.79,172.5,170.07,,Peptide442,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,ABL1,BRDG1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.805,3.295,5.765,1.645,-6.715,1.075,-0.605,1.415,-0.725,5.625,0.375,5.975,2.225,-31.495,0.875,-4.145,3.405,8.175,7.785,6.415,-0.635,8.365,6.075,3.645
194.58,168.01,180.91,175.29,173.95,168.33,176.03,167.38,173.72,164.71,170.5,164.4,171.58,170.16,175.15,173.01,176.98,172.59,166.56,171.42,173.38,168.73,169.7,171.95,,Peptide442,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,PIK3R1-C,CTEN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,28.155,1.585,14.485,8.865,7.525,1.905,9.605,0.955,7.295,-1.715,4.075,-2.025,5.155,3.735,8.725,6.585,10.555,6.165,0.135,4.995,6.955,2.305,3.275,5.525
208.37,172.06,191.14,170.46,178.52,174.15,177.76,173.65,171.5,169.32,170.77,164.91,169.77,169.23,166.79,171.03,174.86,169.06,165.78,170.9,181.27,173.09,176.06,174.6,,Peptide442,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,LYN,BTK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,41.945,5.635,24.715,4.035,12.095,7.725,11.335,7.225,5.075,2.895,4.345,-1.515,3.345,2.805,0.365,4.605,8.435,2.635,-0.645,4.475,14.845,6.665,9.635,8.175
168.31,185.95,167.53,178.09,168.08,172.07,167.15,164.05,168.31,174.98,171.44,173.97,167.68,170.13,170.44,171.08,164.6,171.11,164.68,171.89,174.88,172.7,172.64,164.3,,Peptide442,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,PLCG1-N,SH2B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.885,19.525,1.105,11.665,1.655,5.645,0.725,-2.375,1.885,8.555,5.015,7.545,1.255,3.705,4.015,4.655,-1.825,4.685,-1.745,5.465,8.455,6.275,6.215,-2.125
242.88,180.19,225.46,169.26,204.44,173.47,190.94,176.49,188.46,166.04,174.49,168.44,172.03,167.48,173.01,168.97,166.53,164.46,169.66,166.37,180.02,169.92,172.85,165.63,,Peptide442,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,PLCG1-C,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,76.455,13.765,59.035,2.835,38.015,7.045,24.515,10.065,22.035,-0.385,8.065,2.015,5.605,1.055,6.585,2.545,0.105,-1.965,3.235,-0.055,13.595,3.495,6.425,-0.795
186.97,173.88,177.54,168.14,171.33,165.07,168.65,164.65,167.87,169.55,168.7,171.75,167.41,168.98,171.03,174.5,170.35,173.87,171.37,163.67,178.12,163.51,175.1,164.22,,Peptide442,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,SYK-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,20.545,7.455,11.115,1.715,4.905,-1.355,2.225,-1.775,1.445,3.125,2.275,5.325,0.985,2.555,4.605,8.075,3.925,7.445,4.945,-2.755,11.695,-2.915,8.675,-2.205
198.79,181.27,181.87,164.34,175.61,171.95,174.87,167.31,176.02,176.69,167.81,174.74,172.29,171.55,169.2,167.68,173.22,165,173.73,169.69,171.57,166.02,169.37,167.72,,Peptide442,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,PTPN11-N,CRKL,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,32.365,14.845,15.445,-2.085,9.185,5.525,8.445,0.885,9.595,10.265,1.385,8.315,5.865,5.125,2.775,1.255,6.795,-1.425,7.305,3.265,5.145,-0.405,2.945,1.295
192.18,183.87,180.56,182.98,174.65,176.95,163.1,174.04,168.19,172.56,171.8,178.26,169.24,172.09,169.43,171.33,169.83,169.21,170.03,173.23,164.78,170.09,173.46,161.2,,Peptide442,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,SHC1,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,25.755,17.445,14.135,16.555,8.225,10.525,-3.325,7.615,1.765,6.135,5.375,11.835,2.815,5.665,3.005,4.905,3.405,2.785,3.605,6.805,-1.645,3.665,7.035,-5.225
190.99,184.14,177.18,177.1,169.91,172.66,166.32,167.55,169.88,168.03,174.52,172.16,172.69,168.77,171.29,163.28,175.2,174.2,174.59,173.48,167.82,172.56,172.02,154.63,,Peptide442,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,PTPN11-C,HSH2D,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,24.565,17.715,10.755,10.675,3.485,6.235,-0.105,1.125,3.455,1.605,8.095,5.735,6.265,2.345,4.865,-3.145,8.775,7.775,8.165,7.055,1.395,6.135,5.595,-11.795
170.08,167.96,172.72,167.11,166.46,172.68,165.38,169.62,168.94,170.05,165.45,167.43,169.89,168.88,168.68,169.96,175.87,171.62,170.3,161.4,172.95,177.25,175.05,166.78,,Peptide442,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,PLCG2-N,BMX,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.655,1.535,6.295,0.685,0.035,6.255,-1.045,3.195,2.515,3.625,-0.975,1.005,3.465,2.455,2.255,3.535,9.445,5.195,3.875,-5.025,6.525,10.825,8.625,0.355
173.57,192.29,167.87,174.85,173.67,170.87,168.25,167.72,174.22,170.47,169.93,169.47,169.63,167.63,170.33,167.06,169.78,167.76,168.44,170.1,166.12,169.8,173.52,147.62,,Peptide442,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,ZAP70-C,ABL2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.145,25.865,1.445,8.425,7.245,4.445,1.825,1.295,7.795,4.045,3.505,3.045,3.205,1.205,3.905,0.635,3.355,1.335,2.015,3.675,-0.305,3.375,7.095,-18.805
206.42,199.98,185.95,178.61,179.66,180.55,176.35,167.06,173.51,172.5,167.1,162.83,168.71,166.46,169.48,167.69,175.48,167.02,171.04,163.62,172.33,165.8,171.25,168.3,,Peptide442,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,HCK,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,39.995,33.555,19.525,12.185,13.235,14.125,9.925,0.635,7.085,6.075,0.675,-3.595,2.285,0.035,3.055,1.265,9.055,0.595,4.615,-2.805,5.905,-0.625,4.825,1.875
185.39,314.85,172.49,261.69,176.85,229.82,175.36,196.66,181.59,184.69,170.89,172.13,172.07,177.23,166.82,165.31,172.47,172.13,164.92,167.74,164.95,162.38,169.94,158.19,,Peptide442,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,VAV3,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,18.965,148.425,6.065,95.265,10.425,63.395,8.935,30.235,15.165,18.265,4.465,5.705,5.645,10.805,0.395,-1.115,6.045,5.705,-1.505,1.315,-1.475,-4.045,3.515,-8.235
176.37,177.25,177.52,169.28,169.08,172.59,179.35,178.37,171.03,169.09,165.75,171.38,168.83,169.11,173.45,168.74,178.41,171.3,170.32,166.32,179.06,165.37,170.01,164.09,,Peptide442,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,SUPT6H,TNS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.945,10.825,11.095,2.855,2.655,6.165,12.925,11.945,4.605,2.665,-0.675,4.955,2.405,2.685,7.025,2.315,11.985,4.875,3.895,-0.105,12.635,-1.055,3.585,-2.335
197.41,167.52,205.35,179.9,184.57,180.95,186.66,180.75,187.47,183.06,181.01,173.82,190.54,182.61,186.42,179.14,182.24,181.16,174.37,184.55,186.79,188.74,190.15,183.5,,Peptide442,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,SH2D1A,ZAP70-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,30.985,1.095,38.925,13.475,18.145,14.525,20.235,14.325,21.045,16.635,14.585,7.395,24.115,16.185,19.995,12.715,15.815,14.735,7.945,18.125,20.365,22.315,23.725,17.075
165.49,209.07,159.32,181.89,167.36,170.77,170.26,168.1,164.65,162.98,173.62,169.15,172.48,165.56,167.64,171.37,161.17,162.33,168.22,174.57,165.13,169.44,162.21,,,Peptide442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.53,176.62,198.94,174.04,187.78,170.94,176.13,166.87,174.12,170.1,173.52,168.71,173.59,173.06,165.29,171.62,174.56,165.58,169.42,169.21,180.56,170.66,172.61,170.1,,Peptide443,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,PIK3R1-N,GRB10,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169.405,48.125,7.215,29.535,4.635,18.375,1.535,6.725,-2.535,4.715,0.695,4.115,-0.695,4.185,3.655,-4.115,2.215,5.155,-3.825,0.015,-0.195,11.155,1.255,3.205,0.695
