37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178.87,190.81,172.52,182.54,177.4,176.27,169.07,176.61,152.43,183.2,164.1,178.35,180.35,169.7,156.3,177.79,170.39,185.83,164.09,176.24,165.34,182.67,180.73,178.06,,Peptide621-3.txt,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.22,9.72,-8.57,1.45,-3.69,-4.82,-12.02,-4.48,-28.66,2.11,-16.99,-2.74,-0.74,-11.39,-24.79,-3.3,-10.7,4.74,-17,-4.85,-15.75,1.58,-0.36,-3.03
176.23,170.32,184.16,177.45,180.72,176.66,181.02,177.52,182.08,175.68,177.07,173.33,178.61,178.76,178.26,181.47,182.41,179.49,183.73,176.2,176.17,168.17,179.5,181.45,,Peptide621-3.txt,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.86,-10.77,3.07,-3.64,-0.37,-4.43,-0.07,-3.57,0.99,-5.41,-4.02,-7.76,-2.48,-2.33,-2.83,0.38,1.32,-1.6,2.64,-4.89,-4.92,-12.92,-1.59,0.36
167.49,204.56,173.28,199.65,177.02,188.44,170.2,181.84,165.02,182.63,162.01,182.12,165.94,171.95,172.03,174.44,164.01,178.5,170.93,179.42,154.51,172.63,177.92,173.6,,Peptide621-3.txt,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-13.6,23.47,-7.81,18.56,-4.07,7.35,-10.89,0.75,-16.07,1.54,-19.08,1.03,-15.15,-9.14,-9.06,-6.65,-17.08,-2.59,-10.16,-1.67,-26.58,-8.46,-3.17,-7.49
201.12,187.19,194.71,182.55,188.39,178.51,180.24,177.28,183.68,175.31,182.46,172.19,180.27,177.83,175.25,176.8,182.27,176.38,182.35,174.16,177.63,185.38,180.07,176.78,,Peptide621-3.txt,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,20.03,6.1,13.62,1.46,7.3,-2.58,-0.85,-3.81,2.59,-5.78,1.37,-8.9,-0.82,-3.26,-5.84,-4.29,1.18,-4.71,1.26,-6.93,-3.46,4.29,-1.02,-4.31
174.74,171.4,178.15,177.98,156.17,169.22,166.32,176.79,163.87,181.54,152.72,177.33,155.84,169.84,168.28,179.37,149.67,181.81,159.19,182.56,151.99,178.82,186.42,165.75,,Peptide621-3.txt,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-6.35,-9.69,-2.94,-3.11,-24.92,-11.87,-14.77,-4.3,-17.22,0.45,-28.37,-3.76,-25.25,-11.25,-12.81,-1.72,-31.42,0.72,-21.9,1.47,-29.1,-2.27,5.33,-15.34
170.06,165.56,179.67,175.42,176.3,178.25,180.34,181.93,181.4,173.77,174.83,184.69,181.91,173.65,174.87,173.2,182.63,179.15,179.69,180.49,179.02,177.49,176.63,169.78,,Peptide621-3.txt,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-11.03,-15.53,-1.42,-5.67,-4.79,-2.84,-0.75,0.84,0.31,-7.32,-6.26,3.6,0.82,-7.44,-6.22,-7.89,1.54,-1.94,-1.4,-0.6,-2.07,-3.6,-4.46,-11.31
189.16,214.71,172.51,191.45,172.1,178.96,154.14,178.91,179.37,182.91,164.95,176.21,159.69,180.11,170.31,178.53,165.05,181.51,167.72,181.47,155.17,164.05,183.07,177.37,,Peptide621-3.txt,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,8.07,33.62,-8.58,10.36,-8.99,-2.13,-26.95,-2.18,-1.72,1.82,-16.14,-4.88,-21.4,-0.98,-10.78,-2.56,-16.04,0.42,-13.37,0.38,-25.92,-17.04,1.98,-3.72
196.47,204.66,178.27,182.28,175.85,179.14,181.33,173.06,177.36,184.47,177.63,185.47,179.71,177.26,173.09,183.03,181.91,154.84,172.98,177.66,181.87,167.86,181.76,183.26,,Peptide621-3.txt,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,15.38,23.57,-2.82,1.19,-5.24,-1.95,0.24,-8.03,-3.73,3.38,-3.46,4.38,-1.38,-3.83,-8,1.94,0.82,-26.25,-8.11,-3.43,0.78,-13.23,0.67,2.17
210.78,169,180.11,174.98,186.63,173.07,174.3,175.62,174.37,185.24,170.54,182.65,161.03,168.31,169.12,180.61,167.6,185.04,165.2,173.92,177.92,175.61,187.78,186.22,,Peptide621-3.txt,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.69,-12.09,-0.98,-6.11,5.54,-8.02,-6.79,-5.47,-6.72,4.15,-10.55,1.56,-20.06,-12.78,-11.97,-0.48,-13.49,3.95,-15.89,-7.17,-3.17,-5.48,6.69,5.13
203.26,229.49,196.08,210.98,192.62,204.96,185.36,197.16,189.17,200.98,189.86,197.3,197.23,183.17,191.21,195.31,186.84,192.21,179.06,186.08,198.87,194.92,197.88,188.11,,Peptide621-3.txt,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,22.17,48.4,31,29.89,11.53,23.87,4.27,16.07,8.08,19.89,8.77,16.21,16.14,2.08,10.12,14.22,5.75,11.12,-2.03,4.99,17.78,13.83,16.79,7.02
228.4,147.29,212.06,164.11,195.28,154.33,191.08,153.84,171.97,151.61,185.72,159.09,184.56,166.09,179.91,162.3,184.33,151.91,182.79,169.44,182.64,188.99,188.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.03,199.81,181.16,184.16,172.89,180.44,174.51,171.41,177.18,180.55,172.59,173.56,172.17,147.74,180.23,176.92,178.52,180.16,182.98,177.86,175.33,176.82,180.42,183.94,,Peptide623-3.txt,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,178.85,7.18,20.96,2.31,5.31,-5.96,1.59,-4.34,-7.44,-1.67,1.7,-6.26,-5.29,-6.68,-31.11,1.38,-1.93,-0.33,1.31,4.13,-0.99,-3.52,-2.03,1.57,5.09
180.85,182.78,170.52,179.78,175.42,175.49,169.96,177.83,169.38,173.73,174.36,170.02,180.7,172,177.35,176.45,174.2,172.24,173.43,175.35,173.58,177.4,178.72,181.44,,Peptide623-3.txt,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2,3.93,-8.33,0.93,-3.43,-3.36,-8.89,-1.02,-9.47,-5.12,-4.49,-8.83,1.85,-6.85,-1.5,-2.4,-4.65,-6.61,-5.42,-3.5,-5.27,-1.45,-0.13,2.59
180.22,185.77,177.57,178.55,173.77,171.53,177.13,176.89,172.19,173.26,178.01,172.47,177.14,171.1,178.88,176.63,178.51,175.37,181.05,166.59,172.21,180.13,176.19,178.41,,Peptide623-3.txt,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.37,6.92,-1.28,-0.3,-5.08,-7.32,-1.72,-1.96,-6.66,-5.59,-0.84,-6.38,-1.71,-7.75,0.03,-2.22,-0.34,-3.48,2.2,-12.26,-6.64,1.28,-2.66,-0.44
173.83,189.36,179.13,177.26,174.17,173.46,174.9,174.29,176.96,179.8,176.18,181.29,184.39,179.9,182.6,176.73,174.6,173.9,169.83,172.16,180.1,177.85,176.23,172.79,,Peptide623-3.txt,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-5.02,10.51,0.28,-1.59,-4.68,-5.39,-3.95,-4.56,-1.89,0.95,-2.67,2.44,5.54,1.05,3.75,-2.12,-4.25,-4.95,-9.02,-6.69,1.25,-1,-2.62,-6.06
185.75,189.09,178.16,178.3,175.29,172.37,178.88,168.94,174.3,179.87,179.5,174.65,179.02,171.29,172.49,177.73,177.35,176.27,178.34,171.49,176,180.29,176.62,178.98,,Peptide623-3.txt,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,INPPLN1,RASA1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.9,10.24,-0.69,-0.55,-3.56,-6.48,0.03,-9.91,-4.55,1.02,0.65,-4.2,0.17,-7.56,-6.36,-1.12,-1.5,-2.58,-0.51,-7.36,-2.85,1.44,-2.23,0.13
180.17,210.82,182.35,194.52,174.41,184.68,174.71,175.77,176.53,179.03,177.76,167.56,177.12,177.94,178.66,172.64,175.38,174.16,172.39,177.38,176.2,176.41,182.53,177.23,,Peptide623-3.txt,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.32,31.97,3.5,15.67,-4.44,5.83,-4.14,-3.08,-2.32,0.18,-1.09,-11.29,-1.73,-0.91,-0.19,-6.21,-3.47,-4.69,-6.46,-1.47,-2.65,-2.44,3.68,-1.62
183.49,191,172.25,189.08,180.67,180.87,174.91,173.71,177.7,174.68,178.3,175.57,171.28,170.11,177.99,170.5,178.26,171.32,175.81,175.27,176.99,171.4,175.5,175.71,,Peptide623-3.txt,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.64,12.15,-6.6,10.23,1.82,2.02,-3.94,-5.14,-1.15,-4.17,-0.55,-3.28,-7.57,-8.74,-0.86,-8.35,-0.59,-7.53,-3.04,-3.58,-1.86,-7.45,-3.35,-3.14
176.89,169.49,175,171.66,171.35,170.84,168.9,168,171.11,176.32,172.54,171.83,174.54,173.03,172.67,179.53,172.75,168.49,174.18,179.62,179.81,173.83,175.63,182.96,,Peptide623-3.txt,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.96,-9.36,-3.85,-7.19,-7.5,-8.01,-9.95,-10.85,-7.74,-2.53,-6.31,-7.02,-4.31,-5.82,-6.18,0.68,-6.1,-10.36,-4.67,0.77,0.96,-5.02,-3.22,4.11
183.26,224.36,174.43,203.12,172.66,189.37,173.93,178.59,173.01,177.41,174.85,172.01,168.74,172.68,175.69,162.6,174.84,174.07,178.44,173.11,173.96,166.94,171.52,185.38,,Peptide623-3.txt,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.41,45.51,-4.42,24.27,-6.19,10.52,-4.92,-0.26,-5.84,-1.44,-4,-6.84,-10.11,-6.17,-3.16,-16.25,-4.01,-4.78,-0.41,-5.74,-4.89,-11.91,-7.33,6.53
180.33,180.78,175.32,178.44,171,172.58,166.95,165.74,173.28,173.26,174.71,177.25,176.24,171.58,174,168.19,173.06,172.96,176.18,174.03,175.07,170.21,172.09,181.26,,Peptide623-3.txt,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.48,1.93,-3.53,-0.41,-7.85,-6.27,-11.9,-13.11,-5.57,-5.59,-4.14,-1.6,-2.61,-7.27,-4.85,-10.66,-5.79,-5.89,-2.67,-4.82,-3.78,-8.64,-6.76,2.41
180.69,170.73,173.11,172.97,178.5,165.35,174.18,173.89,179.17,172.72,169.14,176.89,176.74,172.81,172.64,178.98,175.41,166.14,179.33,173.91,175.2,171.4,139.83,159.74,,Peptide623-3.txt,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.84,-8.12,-5.74,-5.88,-0.35,-13.5,-4.67,-4.96,0.32,-6.13,-9.71,-1.96,-2.11,-6.04,-6.21,0.13,-3.44,-12.71,0.48,-4.94,-3.65,-7.45,-39.02,-19.11
173.87,172.33,169.55,168.89,178.04,173.19,173.36,175.49,172.92,174.54,174.15,176.6,173.93,174.66,177.09,172.71,174.29,173.62,166.94,176.44,173.65,171.8,172.04,161.43,,Peptide623-3.txt,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,CTEN,PTPN6-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.98,-6.52,-9.3,-9.96,-0.81,-5.66,-5.49,-3.36,-5.93,-4.31,-4.7,-2.25,-4.92,-4.19,-1.76,-6.14,-4.56,-5.23,-11.91,-2.41,-5.2,-7.05,-6.81,-17.42
182.69,190.31,172.59,179.45,168.91,180.15,174.72,178.75,173.56,172.46,178.24,173.17,177.81,174.79,175.84,168.06,173.35,170,178.77,168.74,172.2,176.35,180.33,184.15,,Peptide623-3.txt,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.84,11.46,-6.26,0.6,-9.94,1.3,-4.13,-0.1,-5.29,-6.39,-0.61,-5.68,-1.04,-4.06,-3.01,-10.79,-5.5,-8.85,-0.08,-10.11,-6.65,-2.5,1.48,5.3
182.73,194.09,171.33,185.46,175.3,175.12,173.48,180.42,173.19,176.26,170.08,176.64,180.11,170.53,173.89,174.04,177.47,171.56,171.79,178.29,176.59,176.57,184.13,184.47,,Peptide623-3.txt,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.88,15.24,-7.52,6.61,-3.55,-3.73,-5.37,1.57,-5.66,-2.59,-8.77,-2.21,1.26,-8.32,-4.96,-4.81,-1.38,-7.29,-7.06,-0.56,-2.26,-2.28,5.28,5.62
200.59,175.24,185.77,177.99,176.85,175.27,181.04,172.58,184.61,172.55,179.21,176.07,181.35,174.61,178.28,178.24,178.85,177.42,174.59,175.35,182.47,179.21,183.53,185.21,,Peptide623-3.txt,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,21.74,-3.61,6.92,-0.86,-2,-3.58,2.19,-6.27,5.76,-6.3,0.36,-2.78,2.5,-4.24,-0.57,-0.61,0,-1.43,-4.26,-3.5,3.62,0.36,4.68,6.36
180.79,183.64,184.3,186.79,182.01,178.63,176.77,187.15,188.21,183.33,184.02,179.19,176.3,184.28,187.72,186.75,186.16,176.82,180.34,182.56,180.55,185.7,188.82,190.85,,Peptide623-3.txt,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.94,4.79,32,7.94,3.16,-0.22,-2.08,8.3,9.36,4.48,5.17,0.34,-2.55,5.43,8.87,7.9,7.31,-2.03,1.49,3.71,1.7,6.85,9.97,12
199.81,181.16,184.16,172.89,180.44,174.51,171.41,177.18,180.55,172.59,173.56,172.17,147.74,180.23,176.92,178.52,180.16,182.98,177.86,175.33,176.82,180.42,183.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213.79,212.38,198.32,200.11,197.6,201.72,195.3,176.5,194.11,186.86,194.22,191.28,196.25,180.97,194.52,193.34,198.67,192.4,197.86,197.54,196.65,193.29,200.61,197.64,,Peptide624-3.txt,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,193,20.79,19.38,5.32,7.11,4.6,8.72,2.3,-16.5,1.11,-6.14,1.22,-1.72,3.25,-12.03,1.52,0.34,5.67,-0.6,4.86,4.54,3.65,0.29,7.61,4.64
204.7,215.59,188.04,200.35,188.28,196.57,188.62,177.1,193.53,191.91,187.34,193.53,186.83,191.83,188.82,190.28,189.36,187.94,191.58,196.49,184.3,192.59,195.05,196.22,,Peptide624-3.txt,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.7,22.59,-4.96,7.35,-4.72,3.57,-4.38,-15.9,0.53,-1.09,-5.66,0.53,-6.17,-1.17,-4.18,-2.72,-3.64,-5.06,-1.42,3.49,-8.7,-0.41,2.05,3.22
229.95,239.96,208.13,219.03,198.34,189.08,194.77,184.38,191.59,192.35,189.9,192.06,193.14,178.5,194.81,189.63,190.79,186.63,192.36,189.92,197.12,194.36,175.55,182.84,,Peptide624-3.txt,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,36.95,46.96,15.13,26.03,5.34,-3.92,1.77,-8.62,-1.41,-0.65,-3.1,-0.94,0.14,-14.5,1.81,-3.37,-2.21,-6.37,-0.64,-3.08,4.12,1.36,-17.45,-10.16
187.73,326.76,190.72,307.66,192.32,268.7,181.76,255.12,190.49,244.94,189.27,222.27,188.72,213.46,189.63,203.56,192,188.98,191.99,189.81,195.79,193.65,193.15,181.68,,Peptide624-3.txt,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-5.27,133.76,-2.28,114.66,-0.68,75.7,-11.24,62.12,-2.51,51.94,-3.73,29.27,-4.28,20.46,-3.37,10.56,-1,-4.02,-1.01,-3.19,2.79,0.65,0.15,-11.32
