47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197.05,200.79,189.25,194.18,193.33,192.13,189.62,191.43,194.66,190.24,187.61,185.39,188.12,197.16,187.85,191.92,191.53,186.61,190.08,188.76,193.91,183.44,184.56,180.86,,Peptide671-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,34.585,38.325,26.785,31.715,30.865,29.665,27.155,28.965,32.195,27.775,25.145,22.925,25.655,34.695,25.385,29.455,29.065,24.145,27.615,26.295,31.445,20.975,22.095,18.395
189.62,210.38,161.94,194.59,158.74,189.26,163.3,185.99,163.44,185.97,158.54,184.22,162.54,182.35,180.19,185.93,159.43,184.62,158.07,188.15,162.39,185.32,182.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.15,187.05,157.91,180.55,154.4,181.7,152.28,182.02,157.12,184.99,151.68,178.45,150.4,182.82,147.85,181.02,149.73,184.69,153.16,184.24,148.55,181.32,183.47,193.69,,Peptide672-1,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,161.7,-9.55,25.35,-3.79,18.85,-7.3,20,-9.42,20.32,-4.58,23.29,-10.02,16.75,-11.3,21.12,-13.85,19.32,-11.97,22.99,-8.54,22.54,-13.15,19.62,21.77,31.99
182.03,179.26,171.13,180.04,176.91,175.04,176.96,178.29,165.56,187.33,180.68,170.23,177.89,177.31,177.19,181.99,178.15,178.36,174.77,177.99,184.2,182.88,181.84,180.08,,Peptide672-1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,20.33,17.56,9.43,18.34,15.21,13.34,15.26,16.59,3.86,25.63,18.98,8.53,16.19,15.61,15.49,20.29,16.45,16.66,13.07,16.29,22.5,21.18,20.14,18.38
144.46,299.83,157.82,268.87,167.87,235.29,178.54,212.87,163.99,199.62,161.12,184.86,162.77,183.51,160.7,186.87,177.27,183.99,165.62,179.26,163.74,182.96,184.97,182.64,,Peptide672-1,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-17.24,138.13,-3.88,107.17,6.17,73.59,16.84,51.17,2.29,37.92,-0.58,23.16,1.07,21.81,-1,25.17,15.57,22.29,3.92,17.56,2.04,21.26,23.27,20.94
206.35,187.46,180.65,180.68,181.68,176.69,179.37,181.69,180.5,182.77,178.18,181.95,175.84,183.93,164.73,182.02,185.61,177.87,173.93,176.7,179.64,177.73,175.8,176.36,,Peptide672-1,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,44.65,25.76,18.95,18.98,19.98,14.99,17.67,19.99,18.8,21.07,16.48,20.25,14.14,22.23,3.03,20.32,23.91,16.17,12.23,15,17.94,16.03,14.1,14.66
157.61,181.18,153.42,174.52,159.42,178.65,163.35,169.11,175.15,183.05,156.96,176.11,161.74,177.29,165.01,177.2,155.21,175.73,156.75,177.96,160.43,177.93,181.13,162.62,,Peptide672-1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.09,19.48,-8.28,12.82,-2.28,16.95,1.65,7.41,13.45,21.35,-4.74,14.41,0.04,15.59,3.31,15.5,-6.49,14.03,-4.95,16.26,-1.27,16.23,19.43,0.92
183.68,180.15,180.18,175.12,182.83,169.97,181.7,173.97,177.54,175.76,171.11,176.69,167.05,180.1,178.64,154.44,176.05,177.05,185.3,180.88,184.11,181.63,174.98,182.06,,Peptide672-1,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,21.98,18.45,18.48,13.42,21.13,8.27,20,12.27,15.84,14.06,9.41,14.99,5.35,18.4,16.94,-7.26,14.35,15.35,23.6,19.18,22.41,19.93,13.28,20.36
159.5,183.45,159.93,176.93,159.02,164.6,159.41,176,164.77,180.64,157.7,175.34,160.9,177.78,161.79,172.9,160.5,181.34,154.31,182.48,159.58,179.42,182.91,163.24,,Peptide672-1,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-2.2,21.75,-1.77,15.23,-2.68,2.9,-2.29,14.3,3.07,18.94,-4,13.64,-0.8,16.08,0.09,11.2,-1.2,19.64,-7.39,20.78,-2.12,17.72,21.21,1.54
198.66,193.52,178.83,182.24,177,184.02,173.59,179.79,177.1,176.57,176.24,177.33,179.89,169.33,170.93,173.51,177.02,176.43,178.67,178.29,175.39,179.77,168.86,182.09,,Peptide672-1,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,36.96,31.82,17.13,20.54,15.3,22.32,11.89,18.09,15.4,14.87,14.54,15.63,18.19,7.63,9.23,11.81,15.32,14.73,16.97,16.59,13.69,18.07,7.16,20.39
161.4,180.38,162.06,169.22,162.32,179.57,155.04,178.94,161.55,177.11,157.36,177.87,166.7,177.16,159.84,181.45,160.79,182.79,156.41,176.82,159.52,176.08,178.3,176.91,,Peptide672-1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-0.3,18.68,0.36,7.52,0.62,17.87,-6.66,17.24,-0.15,15.41,-4.34,16.17,5,15.46,-1.86,19.75,-0.91,21.09,-5.29,15.12,-2.18,14.38,16.6,15.21
192.69,184.88,181.56,177.45,173.45,174.62,175.6,176.98,179.72,170.62,179.17,177.76,164.37,177.56,174.92,180.2,178.33,180.71,179.8,176.33,180.89,179.76,173.83,180.33,,Peptide672-1,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,30.99,23.18,19.86,15.75,11.75,12.92,13.9,15.28,18.02,8.92,17.47,16.06,2.67,15.86,13.22,18.5,16.63,19.01,18.1,14.63,19.19,18.06,12.13,18.63
180.24,227.28,175.82,198.15,162.24,189.16,161.27,183.36,161.09,173.9,159.86,170.13,176.04,178.42,158.45,179.21,158.95,184.92,155.26,176.39,162.13,176.22,183.67,177.52,,Peptide672-1,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,18.54,65.58,14.12,36.45,0.54,27.46,-0.43,21.66,-0.61,12.2,-1.84,8.43,14.34,16.72,-3.25,17.51,-2.75,23.22,-6.44,14.69,0.43,14.52,21.97,15.82
225.29,176.93,197.43,175.29,189.45,176.93,183.55,178.74,179.54,171.93,183.84,179.26,178.81,183.34,176.45,179.18,178.28,172.97,178.64,179.98,180.03,179.45,174.98,180.17,,Peptide672-1,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,63.59,15.23,35.73,13.59,27.75,15.23,21.85,17.04,17.84,10.23,22.14,17.56,17.11,21.64,14.75,17.48,16.58,11.27,16.94,18.28,18.33,17.75,13.28,18.47
167.36,177.1,161.56,176.66,165.66,181.48,160.4,178.49,158.58,176.67,154.56,176.53,167.75,172,158.23,181.63,160.81,178.99,160.48,179.06,164.13,178.81,181.7,164.59,,Peptide672-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.66,15.4,-0.14,14.96,3.96,19.78,-1.3,16.79,-3.12,14.97,-7.14,14.83,6.05,10.3,-3.47,19.93,-0.89,17.29,-1.22,17.36,2.43,17.11,20,2.89
190.6,215.11,186.96,202.98,177.54,187.15,170.7,197.8,164.34,178.58,162.66,176.58,169.04,174,165.27,178.14,177.04,185.02,178.1,176.47,175.58,185.85,183.62,176.37,,Peptide672-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,28.9,53.41,25.26,41.28,15.84,25.45,9,36.1,2.64,16.88,0.96,14.88,7.34,12.3,3.57,16.44,15.34,23.32,16.4,14.77,13.88,24.15,21.92,14.67
160.37,296.85,162.6,271.76,174.1,249.17,162.73,221.23,166.47,204.27,163.47,195.74,156.85,184.17,164.65,185.48,180.09,174.19,158.95,182.88,158.57,175.66,180.22,174.85,,Peptide672-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1.33,135.15,0.9,110.06,12.4,87.47,1.03,59.53,4.77,42.57,1.77,34.04,-4.85,22.47,2.95,23.78,18.39,12.49,-2.75,21.18,-3.13,13.96,18.52,13.15
203.07,183.42,186.58,178.04,179.05,177.69,179.67,172.28,177.56,177.53,192.82,178.69,182.71,175.62,176.8,181.93,187.26,185.69,178.06,181.86,181.12,181.7,184.79,177.65,,Peptide672-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,41.37,21.72,24.88,16.34,17.35,15.99,17.97,10.58,15.86,15.83,31.12,16.99,21.01,13.92,15.1,20.23,25.56,23.99,16.36,20.16,19.42,20,23.09,15.95
180.24,227.28,175.82,198.15,162.24,189.16,161.27,183.36,161.09,173.9,159.86,170.13,176.04,178.42,158.45,179.21,158.95,184.92,155.26,176.39,162.13,176.22,183.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246.57,220.51,185.55,207.08,187.68,200.76,191.44,196.26,188.23,203.43,184.51,200.69,183.67,199.98,179.61,199.31,184.04,197.35,171.85,205.66,174.44,201.52,202.2,210.22,,Peptide673-1,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175.89,70.68,44.62,9.66,31.19,11.79,24.87,15.55,20.37,12.34,27.54,8.62,24.8,7.78,24.09,3.72,23.42,8.15,21.46,-4.04,29.77,-1.45,25.63,26.31,34.33
216.93,236.64,203.84,222.19,203.08,209.69,199.11,203.5,198.61,196.3,197.33,195.41,195.46,204.47,201.12,197.91,195.21,195.96,196.15,194.22,194.39,195.98,201.08,198.57,,Peptide673-1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,41.04,60.75,27.95,46.3,27.19,33.8,23.22,27.61,22.72,20.41,21.44,19.52,19.57,28.58,25.23,22.02,19.32,20.07,20.26,18.33,18.5,20.09,25.19,22.68
182.99,334.88,178.4,306.47,186.35,277.11,197.26,242.48,186.05,227.96,178.98,219.42,182.77,203.85,180.14,198.97,181.97,187.2,182.53,190.55,180.88,195.32,194.98,192.92,,Peptide673-1,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.1,158.99,2.51,130.58,10.46,101.22,21.37,66.59,10.16,52.07,3.09,43.53,6.88,27.96,4.25,23.08,6.08,11.31,6.64,14.66,4.99,19.43,19.09,17.03
280.33,255.28,240.06,231.68,234.42,223.32,210.06,206.38,197.31,202.31,193.82,200.13,201.97,188.38,200.28,197.71,198.72,194.97,192.6,196.73,193.64,198.83,201.58,196.16,,Peptide673-1,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,104.44,79.39,64.17,55.79,58.53,47.43,34.17,30.49,21.42,26.42,17.93,24.24,26.08,12.49,24.39,21.82,22.83,19.08,16.71,20.84,17.75,22.94,25.69,20.27
190.32,226.47,180.07,215.43,200.5,199.06,181.24,196.91,186.39,192.02,179.42,195.85,184.24,190.76,181.67,202.68,179.01,195.7,178.18,193.23,178.41,199.42,194.21,192.41,,Peptide673-1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.43,50.58,4.18,39.54,24.61,23.17,5.35,21.02,10.5,16.13,3.53,19.96,8.35,14.87,5.78,26.79,3.12,19.81,2.29,17.34,2.52,23.53,18.32,16.52
270.97,219.72,239.56,208.42,223.51,198.53,212.6,191.18,204.67,193.87,194.44,197.01,190.37,198.5,199.7,182.2,197.08,198.65,198.95,177.46,193.41,196.47,196.38,194.11,,Peptide673-1,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,95.08,43.83,63.67,32.53,47.62,22.64,36.71,15.29,28.78,17.98,18.55,21.12,14.48,22.61,23.81,6.31,21.19,22.76,23.06,1.57,17.52,20.58,20.49,18.22
187.48,215.18,181.38,206.59,180.07,201.13,181.72,197.67,176.2,194,176.21,190.85,178.53,194.97,181.39,190.97,178.78,194.51,173.94,195.12,177.66,194.63,194.77,179.04,,Peptide673-1,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.59,39.29,5.49,30.7,4.18,25.24,5.83,21.78,0.31,18.11,0.32,14.96,2.64,19.08,5.5,15.08,2.89,18.62,-1.95,19.23,1.77,18.74,18.88,3.15
230.33,271.37,207.83,247.44,207.65,223.58,195.94,214.91,198.18,202.43,195.37,207.84,197.26,193.92,190.11,198.06,193.97,197.08,193.55,194.01,194.96,194.14,192.33,196.37,,Peptide673-1,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,54.44,95.48,31.94,71.55,31.76,47.69,20.05,39.02,22.29,26.54,19.48,31.95,21.37,18.03,14.22,22.17,18.08,21.19,17.66,18.12,19.07,18.25,16.44,20.48
185.19,212.74,181.42,209.7,181.23,203.34,174.92,194.61,183.61,187.72,195.82,196.67,173.9,193.32,187.89,195.64,178.1,199.18,178.35,192.81,173.6,194.89,195.56,187.51,,Peptide673-1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.3,36.85,5.53,33.81,5.34,27.45,-0.97,18.72,7.72,11.83,19.93,20.78,-1.99,17.43,12,19.75,2.21,23.29,2.46,16.92,-2.29,19,19.67,11.62
216.75,242.4,217.02,228.03,201.79,209.43,194.11,205.88,192.96,199.16,192.29,195.14,198.87,189.76,194.11,198.88,190.64,196.13,196.62,198.3,189.94,198.29,193.4,198.89,,Peptide673-1,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,40.86,66.51,41.13,52.14,25.9,33.54,18.22,29.99,17.07,23.27,16.4,19.25,22.98,13.87,18.22,22.99,14.75,20.24,20.73,22.41,14.05,22.4,17.51,23
178.86,306.54,175.45,286.86,175,266.1,174.77,236.57,183.53,219.08,171.16,208.65,176.22,198.44,175.56,196.66,177.88,191.88,174.72,191.42,184.33,193.5,200.05,189.66,,Peptide673-1,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.97,130.65,-0.44,110.97,-0.89,90.21,-1.12,60.68,7.64,43.19,-4.73,32.76,0.33,22.55,-0.33,20.77,1.99,15.99,-1.17,15.53,8.44,17.61,24.16,13.77
254.09,209.29,228.59,200.82,214.82,193.02,202.27,196.26,200.8,194.44,193.91,187.54,197.17,190.52,193.43,196.99,193.3,189.28,193.98,191.36,193.91,193.24,194.22,189.2,,Peptide673-1,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,78.2,33.4,52.7,24.93,38.93,17.13,26.38,20.37,24.91,18.55,18.02,11.65,21.28,14.63,17.54,21.1,17.41,13.39,18.09,15.47,18.02,17.35,18.33,13.31
187.42,262.32,172.78,231.19,178.1,217.51,178.02,198.83,177.26,205.03,178.98,204.81,177.59,197.37,179.35,194.5,180.22,198.27,175.09,193.16,199.24,196.06,192.23,183.63,,Peptide673-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.53,86.43,-3.11,55.3,2.21,41.62,2.13,22.94,1.37,29.14,3.09,28.92,1.7,21.48,3.46,18.61,4.33,22.38,-0.8,17.27,23.35,20.17,16.34,7.74
289.65,268.47,276.35,247.42,255.84,221.7,235.27,206.88,215.95,192.67,202.89,194.72,203.31,192.19,194.42,200.1,199.62,195.14,191.29,197.79,196.77,200.13,192.01,200.59,,Peptide673-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,113.76,92.58,100.46,71.53,79.95,45.81,59.38,30.99,40.06,16.78,27,18.83,27.42,16.3,18.53,24.21,23.73,19.25,15.4,21.9,20.88,24.24,16.12,24.7
167.85,332.44,182.19,312.41,184.53,289.57,180.76,266.3,185.57,247.85,182.51,222.52,180.35,210.58,174.6,207.38,176.33,198.25,174.68,197.42,174.29,186.93,196.8,198.9,,Peptide673-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-8.04,156.55,6.3,136.52,8.64,113.68,4.87,90.41,9.68,71.96,6.62,46.63,4.46,34.69,-1.29,31.49,0.44,22.36,-1.21,21.53,-1.6,11.04,20.91,23.01
237.32,252.14,221.04,229.69,204.37,213.04,197.53,203.45,200.23,208.63,205.03,205.89,196.26,201.53,200.05,198.08,199.37,196.52,195.9,195.95,196.75,194.3,189.75,203.65,,Peptide673-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,61.43,76.25,45.15,53.8,28.48,37.15,21.64,27.56,24.34,32.74,29.14,30,20.37,25.64,24.16,22.19,23.48,20.63,20.01,20.06,20.86,18.41,13.86,27.76
178.86,306.54,175.45,286.86,175,266.1,174.77,236.57,183.53,219.08,171.16,208.65,176.22,198.44,175.56,196.66,177.88,191.88,174.72,191.42,184.33,193.5,200.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
