92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.81,182.48,154.29,174.81,147.7,167.74,158.41,166.2,153.57,174.96,156.81,167.09,157.64,173.44,154.5,156.98,153.12,174.46,155.1,173,152.58,174.04,171.59,170.22,,Peptide627-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-5.34,27.33,-0.86,19.66,-7.45,12.59,3.26,11.05,-1.58,19.81,1.66,11.94,2.49,18.29,-0.65,1.83,-2.03,19.31,-0.05,17.85,-2.57,18.89,16.44,15.07
265,187.96,247.58,187.28,222.12,174.48,203.64,178.51,184.64,172.83,182.31,162.75,172.91,172.08,156.18,159.84,155.95,158.11,155.47,168.12,172.73,152.66,170.23,166.17,,Peptide627-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,109.85,32.81,92.43,32.13,66.97,19.33,48.49,23.36,29.49,17.68,27.16,7.6,17.76,16.93,1.03,4.69,0.8,2.96,0.32,12.97,17.58,-2.49,15.08,11.02
169.96,250.22,177.79,219.99,144.19,196.88,143.61,192.72,161.43,157.3,143.63,183.81,159.28,157.87,171.82,154.43,160.08,177.93,138.71,174.36,140.16,172.05,178.45,169.67,,Peptide627-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.81,95.07,22.64,64.84,-10.96,41.73,-11.54,37.57,6.28,2.15,-11.52,28.66,4.13,2.72,16.67,-0.72,4.93,22.78,-16.44,19.21,-14.99,16.9,23.3,14.52
184.36,218.35,173.77,200.22,179.68,188.11,173.09,186.33,177.67,178.63,148.98,151.51,172.02,159.76,134.48,158.63,159.94,158.97,179.19,180.28,168.67,175.08,170.22,172.37,,Peptide627-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,29.21,63.2,18.62,45.07,24.53,32.96,17.94,31.18,22.52,23.48,-6.17,-3.64,16.87,4.61,-20.67,3.48,4.79,3.82,24.04,25.13,13.52,19.93,15.07,17.22
144.82,274.26,155.58,249.7,154.01,234.8,160.99,209.63,146.41,195.37,148.49,179.91,156.53,175.14,154.02,177.18,169.45,171.96,154.72,173.45,161.51,177,172.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184.83,166.89,181.03,171.26,171.76,168.74,172.98,173.64,177.83,173.3,176.15,168.59,172.89,164.21,179.05,175.08,180.86,177.42,179.97,171.55,178.09,173.69,169.86,176.24,,Peptide628-1,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,169.38,15.45,-2.49,11.65,1.88,2.38,-0.64,3.6,4.26,8.45,3.92,6.77,-0.79,3.51,-5.17,9.67,5.7,11.48,8.04,10.59,2.17,8.71,4.31,0.48,6.86
156.07,154.71,169.58,196.6,169.66,183.87,173.54,177.48,167.73,172.46,176.51,176.41,167.64,175.33,172.76,173.02,169.43,177.96,169.48,174.54,174.14,175.68,172.97,175.15,,Peptide628-1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-13.31,-14.67,0.2,27.22,0.28,14.49,4.16,8.1,-1.65,3.08,7.13,7.03,-1.74,5.95,3.38,3.64,0.05,8.58,0.1,5.16,4.76,6.3,3.59,5.77
178.47,381.97,160.02,350.86,169.32,340.43,167.2,312.41,170.19,263.21,172.08,224.26,167.98,198.1,167.65,187.93,168.24,176.01,173.94,172.41,175.34,175.11,172.85,168.41,,Peptide628-1,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.09,212.59,-9.36,181.48,-0.06,171.05,-2.18,143.03,0.81,93.83,2.7,54.88,-1.4,28.72,-1.73,18.55,-1.14,6.63,4.56,3.03,5.96,5.73,3.47,-0.97
201.79,188.75,181.78,178.48,172.68,175.05,173.38,168.44,176.01,169.33,168.68,169.19,173.32,171.89,173.63,174.23,171.69,171.59,172.35,173.72,168.8,173.44,160.75,168.52,,Peptide628-1,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,32.41,19.37,12.4,9.1,3.3,5.67,4,-0.94,6.63,-0.05,-0.7,-0.19,3.94,2.51,4.25,4.85,2.31,2.21,2.97,4.34,-0.58,4.06,-8.63,-0.86
175.64,169.85,171.69,164.83,176.78,165.23,167.64,171.37,177.73,169.76,168.45,170.66,177.49,167.92,171.15,171.49,167.22,168.78,164.05,165.27,173.58,168.54,167.95,168.48,,Peptide628-1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.26,0.47,2.31,-4.55,7.4,-4.15,-1.74,1.99,8.35,0.38,-0.93,1.28,8.11,-1.46,1.77,2.11,-2.16,-0.6,-5.33,-4.11,4.2,-0.84,-1.43,-0.9
159.71,262.4,172.45,239.51,172.18,223.05,170.04,204.29,165.37,191.33,169.5,181.02,171.94,174.29,173.05,171.95,174.6,172.4,173.79,167.8,172.59,166.7,172.79,172.12,,Peptide628-1,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-9.67,93.02,3.07,70.13,2.8,53.67,0.66,34.91,-4.01,21.95,0.12,11.64,2.56,4.91,3.67,2.57,5.22,3.02,4.41,-1.58,3.21,-2.68,3.41,2.74
174.52,163.03,184.24,190.98,176.92,176.68,168.83,175.28,167.86,181.6,171.94,170.68,174.81,168.6,172.79,167.8,171.2,166.41,170.21,166.18,178.26,165.06,164.43,167.37,,Peptide628-1,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.14,-6.35,14.86,21.6,7.54,7.3,-0.55,5.9,-1.52,12.22,2.56,1.3,5.43,-0.78,3.41,-1.58,1.82,-2.97,0.83,-3.2,8.88,-4.32,-4.95,-2.01
164.35,185.94,201.04,175.4,189.07,165.47,182.06,176.15,176.08,168.27,172.61,172.15,171.1,171.01,169.27,170.11,165.98,175.69,166.77,173.28,168.54,166.07,172.8,165.18,,Peptide628-1,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-5.03,16.56,31.66,6.02,19.69,-3.91,12.68,6.77,6.7,-1.11,3.23,2.77,1.72,1.63,-0.11,0.73,-3.4,6.31,-2.61,3.9,-0.84,-3.31,3.42,-4.2
180.58,169.25,175.18,164.48,170.84,162.82,168.04,173.12,168.66,168.28,170.03,164.46,170.31,170.13,172.59,166.6,172.73,161.14,169.4,169.48,175.5,164.29,170.58,160.2,,Peptide628-1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,11.2,-0.13,5.8,-4.9,1.46,-6.56,-1.34,3.74,-0.72,-1.1,0.65,-4.92,0.93,0.75,3.21,-2.78,3.35,-8.24,0.02,0.1,6.12,-5.09,1.2,-9.18
164.6,173.61,161.7,170.49,170.57,167.74,171.94,175.23,165.36,168.63,172.14,165.51,172.02,167.15,169.7,163.77,172.37,167.44,168.93,172.84,174.64,172.94,173.87,175.69,,Peptide628-1,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.78,4.23,-7.68,1.11,1.19,-1.64,2.56,5.85,-4.02,-0.75,2.76,-3.87,2.64,-2.23,0.32,-5.61,2.99,-1.94,-0.45,3.46,5.26,3.56,4.49,6.31
178.47,213.72,168.73,192.84,160.62,179.26,163.7,179.94,172.41,167.45,167.08,171.61,168.2,170.03,168.55,165.82,174.23,160.75,173.65,168.76,170.71,166.49,170.03,165.2,,Peptide628-1,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.09,44.34,-0.65,23.46,-8.76,9.88,-5.68,10.56,3.03,-1.93,-2.3,2.23,-1.18,0.65,-0.83,-3.56,4.85,-8.63,4.27,-0.62,1.33,-2.89,0.65,-4.18
201.52,172.51,191.4,169.24,176.56,168.81,177.46,168.47,173.87,178.91,170.39,168.88,171.65,166.62,165.7,166.79,164.64,168.52,167.1,168.44,174.1,170.31,167.29,168.13,,Peptide628-1,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,32.14,3.13,22.02,-0.14,7.18,-0.57,8.08,-0.91,4.49,9.53,1.01,-0.5,2.27,-2.76,-3.68,-2.59,-4.74,-0.86,-2.28,-0.94,4.72,0.93,-2.09,-1.25
213.59,182.73,190.32,176.71,176.95,171.42,175.83,175.36,169.68,165.67,173.5,168.28,165.98,166.71,166.56,169.23,168.39,171.62,173.09,166.07,170.89,164.62,169.41,166.26,,Peptide628-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,44.21,13.35,20.94,7.33,7.57,2.04,6.45,5.98,0.3,-3.71,4.12,-1.1,-3.4,-2.67,-2.82,-0.15,-0.99,2.24,3.71,-3.31,1.51,-4.76,0.03,-3.12
229.16,298.76,198.19,280.38,186.48,250.55,183.04,215.73,181.97,184.19,172.3,181.96,171.76,171.11,169.27,170.85,175.24,167.21,174.61,165.82,172.19,170.85,168.64,166.9,,Peptide628-1,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,PLCG1-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,59.78,129.38,28.81,111,17.1,81.17,13.66,46.35,12.59,14.81,2.92,12.58,2.38,1.73,-0.11,1.47,5.86,-2.17,5.23,-3.56,2.81,1.47,-0.74,-2.48
178.41,157.95,179.13,347.99,176.54,342.75,179.01,297.81,174.33,273.78,173.37,236.8,175.4,209.96,171.94,186.61,179.48,173.64,172.99,172.18,174.52,171.64,166.25,160.87,,Peptide628-1,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,GRB2,PTPN11-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.03,-11.43,9.75,178.61,7.16,173.37,9.63,128.43,4.95,104.4,3.99,67.42,6.02,40.58,2.56,17.23,10.1,4.26,3.61,2.8,5.14,2.26,-3.13,-8.51
189.4,162.73,179.58,185.56,171.02,171.43,177,155.4,182.63,170.52,183.56,178.33,178.76,174.94,175.16,178.84,179.41,175.03,171.44,175.83,178.13,180.06,176.31,173.26,,Peptide628-1,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,PTPN11-C,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,20.02,-6.65,10.2,16.18,1.64,2.05,7.62,-13.98,13.25,1.14,14.18,8.95,9.38,5.56,5.78,9.46,10.03,5.65,2.06,6.45,8.75,10.68,6.93,3.88
178.47,213.72,168.73,192.84,160.62,179.26,163.7,179.94,172.41,167.45,167.08,171.61,168.2,170.03,168.55,165.82,174.23,160.75,173.65,168.76,170.71,166.49,170.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186.74,171.33,180,168.1,175.35,165.72,179.18,167.68,175.96,171.95,181.12,173.12,180.87,172.68,177.49,182.07,181.34,173.36,173.62,172.22,182.01,171.93,174.62,170.2,,Peptide628-1-1,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,PIK3R1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,171.71,15.03,-0.38,8.29,-3.61,3.64,-5.99,7.47,-4.03,4.25,0.24,9.41,1.41,9.16,0.97,5.78,10.36,9.63,1.65,1.91,0.51,10.3,0.22,2.91,-1.51
139.86,151.5,170.07,191.53,176.59,180.11,162.27,177.06,175.42,174.59,172.72,174.81,169.27,165.18,178.61,171.09,165.93,172.28,171.06,172.57,176.43,173.45,172.38,176,,Peptide628-1-1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,SYK-C,NCK1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-31.85,-20.21,-1.64,19.82,4.88,8.4,-9.44,5.35,3.71,2.88,1.01,3.1,-2.44,-6.53,6.9,-0.62,-5.78,0.57,-0.65,0.86,4.72,1.74,0.67,4.29
167.54,381.27,165.73,359.37,166.4,345.91,166.86,309.24,168.25,264.78,171.79,228.09,177.08,199.66,169.6,187.99,170.27,175.26,169.14,174.67,171.1,169.81,169.68,162.2,,Peptide628-1-1,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,ZAP70-C,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-4.17,209.56,-5.98,187.66,-5.31,174.2,-4.85,137.53,-3.46,93.07,0.08,56.38,5.37,27.95,-2.11,16.28,-1.44,3.55,-2.57,2.96,-0.61,-1.9,-2.03,-9.51
203.7,187.16,184.32,174.1,181.99,178.23,167.82,177.37,177.87,173.28,166.47,170.62,168.61,166.78,175.9,169.7,170.39,169.51,170.69,181.42,171.58,172.76,171.47,176.1,,Peptide628-1-1,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,TENS1,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,31.99,15.45,12.61,2.39,10.28,6.52,-3.89,5.66,6.16,1.57,-5.24,-1.09,-3.1,-4.93,4.19,-2.01,-1.32,-2.2,-1.02,9.71,-0.13,1.05,-0.24,4.39
172.77,161.98,170.74,167.26,173.74,164.58,168.15,175.63,172.85,168.64,166.99,164.95,174.17,165.48,173.18,169.66,174.05,169.68,166.93,170.3,179.44,165.62,168.08,166.36,,Peptide628-1-1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,FGR,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.06,-9.73,-0.97,-4.45,2.03,-7.13,-3.56,3.92,1.14,-3.07,-4.72,-6.76,2.46,-6.23,1.47,-2.05,2.34,-2.03,-4.78,-1.41,7.73,-6.09,-3.63,-5.35
149.16,262.19,172.39,235.75,174.82,223.87,168.33,202.88,170.7,190.11,176.94,176.75,173.05,173.44,167.2,171.54,173,171.22,170.04,172.08,172.3,173.41,171.53,176.53,,Peptide628-1-1,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,SOCS3,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-22.55,90.48,0.68,64.04,3.11,52.16,-3.38,31.17,-1.01,18.4,5.23,5.04,1.34,1.73,-4.51,-0.17,1.29,-0.49,-1.67,0.37,0.59,1.7,-0.18,4.82
199.05,198.38,181.07,193.37,176.61,176.36,176.6,173.84,171.82,174.37,169.89,173.22,168.44,168.58,169.11,165,172.25,163.39,171.14,167.54,172.82,168.94,169.32,166.75,,Peptide628-1-1,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,CRK,TEC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,27.34,26.67,9.36,21.66,4.9,4.65,4.89,2.13,0.11,2.66,-1.82,1.51,-3.27,-3.13,-2.6,-6.71,0.54,-8.32,-0.57,-4.17,1.11,-2.77,-2.39,-4.96
217.06,187.49,204.05,181.94,187.38,176,178.39,177.4,179.05,171.04,173.46,170.51,169.11,170.36,172.46,167.84,169.37,170.7,162.77,172.21,175.93,172.39,171.39,171.67,,Peptide628-1-1,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,PIK3R1-NC,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,45.35,15.78,32.34,10.23,15.67,4.29,6.68,5.69,7.34,-0.67,1.75,-1.2,-2.6,-1.35,0.75,-3.87,-2.34,-1.01,-8.94,0.5,4.22,0.68,-0.32,-0.04
175.51,170.56,172.9,162.17,168.66,166.98,166.72,165.79,168.95,166.43,175.74,165.48,170.72,173.6,167.38,167.63,171.66,164.11,167.82,169.06,165.69,165.13,164.69,164.21,,Peptide628-1-1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,VAV2,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.8,-1.15,1.19,-9.54,-3.05,-4.73,-4.99,-5.92,-2.76,-5.28,4.03,-6.23,-0.99,1.89,-4.33,-4.08,-0.05,-7.6,-3.89,-2.65,-6.02,-6.58,-7.02,-7.5
168.34,174.75,158.06,168.09,162.89,169.07,168.2,170.38,168.94,165.18,173.54,167.99,167.48,170.17,165.24,171.38,163.68,173.21,177.34,173.32,176.77,171.57,167.72,169.71,,Peptide628-1-1,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,VAV3,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-3.37,3.04,-13.65,-3.62,-8.82,-2.64,-3.51,-1.33,-2.77,-6.53,1.83,-3.72,-4.23,-1.54,-6.47,-0.33,-8.03,1.5,5.63,1.61,5.06,-0.14,-3.99,-2
173.87,217.3,171.39,192.53,164.65,178.37,167.04,176.83,169.49,173.9,167.43,164.92,166.76,168.86,172.82,165.72,172.28,160.88,175.44,169.38,172.03,166.19,173.26,164.67,,Peptide628-1-1,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,TXN,PLCG1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.16,45.59,-0.32,20.82,-7.06,6.66,-4.67,5.12,-2.22,2.19,-4.28,-6.79,-4.95,-2.85,1.11,-5.99,0.57,-10.83,3.73,-2.33,0.32,-5.52,1.55,-7.04
203.69,179.39,194.12,162.92,170.11,167.82,174.21,166.1,175.29,169.15,168.98,170.26,168.43,164.32,171.75,168.49,172.15,167.19,167.76,174.61,167,172.59,164.86,170.98,,Peptide628-1-1,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,PLCG1-N,SOCS5,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,31.98,7.68,22.41,-8.79,-1.6,-3.89,2.5,-5.61,3.58,-2.56,-2.73,-1.45,-3.28,-7.39,0.04,-3.22,0.44,-4.52,-3.95,2.9,-4.71,0.88,-6.85,-0.73
212.85,188.66,191.43,177.64,177.73,172.09,182.99,167.75,176.35,169.63,173.37,166.42,170.31,167.52,169.82,174.51,173.04,165.71,169.51,168.76,168.11,164.67,175.68,165.88,,Peptide628-1-1,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,SRC,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,41.14,16.95,19.72,5.93,6.02,0.38,11.28,-3.96,4.64,-2.08,1.66,-5.29,-1.4,-4.19,-1.89,2.8,1.33,-6,-2.2,-2.95,-3.6,-7.04,3.97,-5.83
