45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,,,,,,,,,,,,,,,,,,,,,,,,
216.26,254.05,202.42,234.07,200.37,224.48,203.62,216.34,191.96,201.04,199.11,197.21,199.11,198.91,199.65,200.08,194.47,193.96,197.46,193.93,196.14,194.81,200.6,195.62,,Peptide664-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186.33,291.73,216.52,267.66,211.91,267.97,201.12,231.16,201.12,214.49,197.8,219.68,203.56,203.07,193.47,192.77,196.31,195.29,201.62,193.65,197.45,196.2,192.94,186.55,,Peptide664-1,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
207.32,208.79,204.81,199.1,192.24,193.23,198.62,202.57,193.82,201.05,190.61,192.32,196.85,192.22,192.07,198.87,194.35,196.24,197.6,192.3,197.36,201.13,197.53,196.85,,Peptide664-1,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229.17,203.71,211.59,193.29,205.23,192.92,204.96,198.62,203.48,188.03,196.48,196.27,202.2,193.22,185.76,190.59,203.38,189.43,201.17,192.44,201.23,195.73,195.98,187.25,,Peptide664-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272.72,305.18,263.02,276.23,292.4,257.19,226.09,232.49,232.95,215.19,210.86,202.18,196.9,199.74,200.14,199.44,197.67,197.74,194.01,189.15,171.42,198.34,201.79,196.94,,Peptide664-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216.83,180.47,219.33,202.5,202.33,196.9,202.14,202,195.55,204.01,206.04,195.72,199.27,185.86,193.09,195.62,193.6,195.62,197.79,191.97,198.12,192.96,193.44,182.49,,Peptide664-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168.55,216.95,199.34,201.23,189.58,198.91,198.31,198.4,196.14,193.84,194.94,198.19,203.39,201.72,192.8,188,196.05,195.45,195.17,197.22,192.85,199.31,192.74,196.95,,Peptide664-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279.99,256.98,271.59,205.65,242.81,207.2,226.9,206.47,212.33,178.65,207.28,190.33,198.66,180.51,199.29,177.41,196.06,194.26,196.93,187.2,199.42,194.85,200.39,191.36,,Peptide664-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218.78,203.81,211.78,195.98,195.95,197.34,183.1,198.48,195.35,195.01,191.29,193.86,198.54,194.61,198.89,193.89,201.09,187.87,194.07,192.03,196.28,193.77,190.73,188.11,,Peptide664-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.94,245.2,241.6,217.24,218.21,205.8,210.58,204.8,214.16,193.33,198.86,192.35,192.43,192.13,208.66,192.35,205.11,189.33,206.2,198.38,199.15,190.59,196.89,201,,Peptide664-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
211.04,265.74,210,238.83,199.43,221.53,194.88,206.24,191.66,204,194.88,197.47,189.18,197.95,188.39,194.48,198.63,199.12,194.63,200.11,194.67,201.33,218.72,194.64,,Peptide664-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216.83,180.47,219.33,202.5,202.33,196.9,202.14,202,195.55,204.01,206.04,195.72,199.27,185.86,193.09,195.62,193.6,195.62,197.79,191.97,198.12,192.96,193.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
240.3,201.45,215.32,199.42,199.25,203.09,209.81,202.72,205.65,202.88,196.47,192.41,208.22,196.76,203.14,189.34,180,180.98,199.94,182.03,208.43,189.4,201.29,183.27,,Peptide664-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212.5,243.99,201.53,226.38,208.75,217.39,202.07,209.96,197.12,197.15,197.99,199.37,198.94,197.52,185,187.45,196.87,195.69,195.45,191.61,193.91,196.43,203.19,199.39,,Peptide664-1,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
241.35,212.18,228.02,193.67,217.42,193.27,210.69,202.77,206.35,203.68,198.06,195.91,199.52,187.75,197.25,195.98,196.38,187.48,201.68,196.72,202.91,197.46,192.94,194.93,,Peptide664-1,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
200.35,194.68,160.61,199.12,200.48,204.8,198.63,202.53,196.48,195.41,194.3,197.26,189.96,194.05,194.1,188.55,193.64,188.42,191.78,194.08,197.02,197.57,202.92,193.13,,Peptide664-1,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
246.9,270.57,221.82,218.84,205.17,230.21,197.94,210.95,196.2,203.92,199.89,199.1,192.09,200.08,197.44,193.91,200.32,199.19,195.81,189.86,199.48,194.59,196.86,190.77,,Peptide664-1,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
223.51,261.35,210.43,229.91,200.57,227.56,203.22,212.16,197.18,208.98,194.79,201.89,195,202.45,200.28,197.34,199.09,195.41,198.03,192.36,195.14,193.57,198.69,189.89,,Peptide664-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160.31,292.26,218.62,267.23,205.38,253.79,205.19,250.85,201.62,210.67,206.56,216.93,200.6,202.88,198.93,193.33,192.86,195.23,195.96,193.21,197.35,193.47,193.84,190.37,,Peptide664-1,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
214.41,205.35,193.05,204,192.28,194.46,198.75,200.76,193.47,195.98,191.71,194.56,193.42,195.89,191.66,198.39,190.17,190.66,197.84,193.58,192.61,197.71,193.51,199.25,,Peptide664-1,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228.05,201.41,208.26,191.8,207.33,191.3,203.01,195.63,201.59,195.2,198.51,194.08,201.61,202.35,191.44,192.74,198.15,191.04,201.33,187.83,195.17,190.81,192.49,186.81,,Peptide664-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281.41,306.23,256.18,277.48,289.1,253.22,234.62,240.26,228.23,215.41,201.54,202.21,190.13,200.81,199.1,194.48,194.32,194.26,193.98,190.03,188.53,191.97,197.31,193.66,,Peptide664-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213.38,180.4,220.27,196.44,201.86,203.58,202.59,196.16,198.41,202.78,199.61,174.97,200.61,181.49,193.72,188.54,195.1,193.15,200.03,194.48,202.75,189.99,197.03,182.56,,Peptide664-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154.43,217.16,199.06,203.37,193.24,197.34,200.6,197.14,195.14,196.1,193.61,189.88,195.21,195.7,197.3,190.21,197.83,195.1,194.7,195.88,197.95,191.04,195.54,188.72,,Peptide664-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280.01,270.34,270.55,218.72,242.4,208.54,221.4,203.36,215.76,175.25,203.01,197.62,198.14,177.96,198.46,176.42,202.19,194.99,193.91,183.09,201.06,190.8,201.34,197.01,,Peptide664-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224.02,204.99,214.71,194.03,203.05,191.13,187.13,195.52,196.78,193.98,197.23,200.09,195.13,195.19,192.73,195.9,193.29,199.04,190.2,195.88,197.09,194.74,193.8,187.98,,Peptide664-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233.78,241.26,241.66,219.42,218.32,205.99,212.76,201.32,208.13,197.88,199.28,185.91,194.62,192.95,193.97,187.85,207.67,191.37,205.4,192.38,197.84,190.86,202.52,219.84,,Peptide664-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
203.63,255.69,209.17,239.24,202.65,224.24,198.41,206.44,186.2,201.69,198.26,196.6,188.12,204.72,185.33,197.97,197.57,201.48,195.14,198.67,196.63,195.73,220.77,189.2,,Peptide664-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213.38,180.4,220.27,196.44,201.86,203.58,202.59,196.16,198.41,202.78,199.61,174.97,200.61,181.49,193.72,188.54,195.1,193.15,200.03,194.48,202.75,189.99,197.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268.71,267.77,254.57,266.79,268.71,261.21,268.36,262.49,263.35,251.29,266.72,260.99,265.75,261.53,267.07,251.61,267,256.37,265.07,261.51,268.18,253.2,255.09,257.99,,Peptide667-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
262.28,265.02,279.24,295.52,262.51,260.26,226.48,254.54,258.22,253.34,253.06,256.65,260.61,263.21,253.82,250.71,252.34,257.11,250.92,252.44,247.11,255.28,258.28,259.99,,Peptide667-1,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,PLCG1-C,BLK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277.38,260.66,265.5,307.94,263.95,280.85,257.82,262.27,261.7,267.95,254.62,262.7,249.54,258.06,255.5,220.42,261.2,253.4,253,251.26,259.11,242.6,248.64,260.55,,Peptide667-1,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,FGR,SOCS3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260.18,251.42,277.86,256.08,268.83,263.72,255.95,258.89,255.3,252.52,252.88,255.28,254.31,249.6,254.42,252.69,258.59,250.82,250.11,250.18,256.45,245.78,254.83,248.29,,Peptide667-1,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,GRAP2,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263.26,254.88,254.83,281.83,269.96,274.45,255.17,265.23,253.44,256.38,258.49,256.78,256.35,253.33,253.26,255.47,245.64,253.36,247.15,247.59,254.51,254.11,250.29,256.88,,Peptide667-1,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260.87,254.35,226.99,264.86,267.02,258.79,266.02,280.59,258.53,268.47,253.45,258.28,252.87,251.98,255.57,250.66,254.94,246.63,253.17,248.84,258.22,250.14,241.99,251.91,,Peptide667-1,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,TEC,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328.57,257.14,251.66,304.06,252.21,290.71,258.31,269.89,254.59,266.04,248.24,252.84,253.4,258.25,257.64,251.32,258.12,245.32,251.74,252.21,254.17,255.25,256.41,249.68,,Peptide667-1,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,TNS3,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278.41,247.38,265.99,259.89,251.82,259.28,257.21,257.48,264.15,253.5,255.88,251.24,262.57,253.19,254.73,246.05,253.21,253.18,252,245.11,252.58,252.07,254.86,252.24,,Peptide667-1,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,SOCS5,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268.89,261.18,255.26,250.49,256.36,254.87,254.99,252.84,254.75,257.2,255.68,249.76,254.81,258.39,255.34,250.02,253.87,250.78,255.88,257.62,256.34,250.63,254.19,254.28,,Peptide667-1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,TNS1,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268.01,238.98,252.45,271.33,287.81,302.32,275.75,285.12,265.66,272.41,257.58,255.71,256.73,258.11,250.11,248.54,254.09,237.62,251.27,247.99,253.51,250.65,253.47,252.07,,Peptide667-1,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,PTPN11-N,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258.99,252.73,248.19,309.6,257.98,284.95,253.24,267.92,245.67,261.34,251.87,253.35,255.1,252.7,251.81,248.43,248.17,246.32,259.92,246.94,261.5,253.47,250.83,243.98,,Peptide667-1,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,PLCG1-N,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263.26,291.8,261.61,274.63,263.2,269.23,261.99,263.97,255.68,252.53,254.85,250.69,244.99,246.84,250.16,251.39,252.49,250.93,245.57,246.92,255.91,250.81,256.69,241.04,,Peptide667-1,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,SYK-C,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257.89,251.99,244.92,300.62,251.56,288,254.12,272.15,250.61,263.74,255.72,244.64,254.71,251.74,249.21,249.71,254.68,250.05,258.4,254.22,255.45,249.11,254.72,252.45,,Peptide667-1,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,PLCG1-NC,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275.66,267.22,266.58,264.23,225.85,263.46,253.96,261.9,257.07,261.95,256.36,251.4,253.01,247.5,255.68,253.45,245.12,252.02,253,249.65,250.81,249.25,257.17,248.22,,Peptide667-1,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,PTPN11-C,PIK3R1-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312.58,231.59,258.99,296.27,259.19,273.12,254.32,254.92,257.89,263.34,263.45,254.09,260.03,252.03,254.68,256.93,260.25,251.17,259.7,255.17,259.22,249.46,246.98,239.74,,Peptide667-1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,LYN,SOCS1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282.79,308.04,272.12,290.22,248.59,271.84,269.87,271.33,261.2,258.53,255.3,249.8,257.29,251.89,254.37,252.68,257.24,244.66,252.33,258.03,257.64,249.77,240.4,239.24,,Peptide667-1,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,NCK1,CRK,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258.99,252.73,248.19,309.6,257.98,284.95,253.24,267.92,245.67,261.34,251.87,253.35,255.1,252.7,251.81,248.43,248.17,246.32,259.92,246.94,261.5,253.47,250.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269.92,262.61,267.63,260.49,266.4,256.38,259.92,254.11,265.34,250.03,259.87,253.63,263.47,259.07,263.95,244.93,261.4,251.51,267.33,254.62,258.4,254.79,252.49,256.56,,Peptide667-1,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,PIK3R1-NC,VAV2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
