18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193.5,175.54,182.52,180.09,186.73,182.14,186.8,182.01,183.37,187.92,178.9,173.54,184.56,190.29,189.35,187.17,188.13,177.24,191.48,180.47,193.73,198.07,187.86,191.18,,Peptide447,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,186.81,6.69,-11.27,-4.29,-6.72,-0.08,-4.67,-0.01,-4.8,-3.44,1.11,-7.91,-13.27,-2.25,3.48,2.54,0.36,1.32,-9.57,4.67,-6.34,6.92,11.26,1.05,4.37
176.07,200.98,184.31,185.12,175.73,185.63,177.58,183.76,187.2,190.08,183.5,187.46,178.61,177.45,184.31,185.16,181.34,187.91,180.98,189.03,194.26,180.36,189.28,176.32,,Peptide447,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-10.74,14.17,-2.5,-1.69,-11.08,-1.18,-9.23,-3.05,0.39,3.27,-3.31,0.65,-8.2,-9.36,-2.5,-1.65,-5.47,1.1,-5.83,2.22,7.45,-6.45,2.47,-10.49
187.16,168.39,182.88,172.11,187.25,175.48,186.83,180.55,184.68,174.97,188.54,187.04,188.77,183.78,193.32,181.04,188.93,189.59,193.19,185.75,196.11,188.09,191.18,170.87,,Peptide447,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.35,-18.42,-3.93,-14.7,0.44,-11.33,0.02,-6.26,-2.13,-11.84,1.73,0.23,1.96,-3.03,6.51,-5.77,2.12,2.78,6.38,-1.06,9.3,1.28,4.37,-15.94
186.34,179.59,183.04,185.93,185.24,190.81,182.44,186.13,180.86,188.88,190.26,194.34,184.06,191.85,190.3,185.55,190.57,187.49,188.71,180.76,184.35,196.35,188.75,181.92,,Peptide447,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-0.47,-7.22,-3.77,-0.88,-1.57,4,-4.37,-0.68,-5.95,2.07,3.45,7.53,-2.75,5.04,3.49,-1.26,3.76,0.68,1.9,-6.05,-2.46,9.54,1.94,-4.89
177.2,176.68,190.17,164.29,185.11,183.43,179.19,173.08,186.03,186.48,185.11,187.88,185.16,186.15,187.45,185.15,194.78,189.31,182.21,188.73,190.9,184.71,184.16,176.21,,Peptide447,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-9.61,-10.13,3.36,-22.52,-1.7,-3.38,-7.62,-13.73,-0.78,-0.33,-1.7,1.07,-1.65,-0.66,0.64,-1.66,7.97,2.5,-4.6,1.92,4.09,-2.1,-2.65,-10.6
188.75,192.29,187.32,179.3,174.4,168.29,164.5,173.85,189.93,186.98,186.43,181.9,188.72,186.61,188.99,190.06,191.77,188.9,186.62,184.4,187.37,192.09,184.41,183.14,,Peptide447,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.94,5.48,0.51,-7.51,-12.41,-18.52,-22.31,-12.96,3.12,0.17,-0.38,-4.91,1.91,-0.2,2.18,3.25,4.96,2.09,-0.19,-2.41,0.56,5.28,-2.4,-3.67
188.13,178.08,194.14,182.82,189.19,170.49,187.82,186.3,186.07,183.81,193.3,184.15,186.7,191.64,184.45,184.2,192.64,189.65,186.52,184.63,192.2,186.73,187.79,185.11,,Peptide447,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.32,-8.73,7.33,-3.99,2.38,-16.32,1.01,-0.51,-0.74,-3,6.49,-2.66,-0.11,4.83,-2.36,-2.61,5.83,2.84,-0.29,-2.18,5.39,-0.08,0.98,-1.7
175.86,184.94,198.5,198.05,173.52,180.51,188.34,193.76,191.78,182.14,185.18,184.07,183.97,187.38,186.91,180.46,192.89,189.47,187.48,189.89,187.97,187.44,188.82,172.38,,Peptide447,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-10.95,-1.87,11.69,11.24,-13.29,-6.3,1.53,6.95,4.97,-4.67,-1.63,-2.74,-2.84,0.57,0.1,-6.35,6.08,2.66,0.67,3.08,1.16,0.63,2.01,-14.43
189.19,195.86,174.48,170.85,183.92,191,192.03,180.27,186.23,189.57,179.75,189.45,187.78,188.23,188.61,185.23,191.23,183.97,192.58,185.27,186.09,177.91,192.12,179.84,,Peptide447,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.38,9.05,-12.33,0,-2.89,4.19,5.22,-6.54,-0.58,2.76,-7.06,2.64,0.97,1.42,1.8,-1.58,4.42,-2.84,5.77,-1.54,-0.72,-8.9,5.31,-6.97
189.97,169.96,177.65,173.21,190.23,180.81,185.84,188.97,192.4,175.64,179.68,188,189.82,185.25,189.02,189.82,184.39,184.43,189.76,185.93,187.42,183.74,187.7,185.62,,Peptide447,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,3.16,-16.85,-9.16,-13.6,3.42,-6,-0.97,2.16,5.59,-11.17,-7.13,1.19,3.01,-1.56,2.21,3.01,-2.42,-2.38,2.95,-0.88,0.61,-3.07,0.89,-1.19
196.29,178.08,196.62,175.11,176.12,179.39,187.14,192.97,186.19,173.44,178.59,187.73,188.27,183.17,188.36,170.6,185.92,188.7,171.57,187.56,193.19,189.99,188.6,183.34,,Peptide447,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,9.48,-8.73,9.81,-11.7,-10.69,-7.42,0.33,6.16,-0.62,-13.37,-8.22,0.92,1.46,-3.64,1.55,-16.21,-0.89,1.89,-15.24,0.75,6.38,3.18,1.79,-3.47
190.91,183.28,195.1,188.84,172.02,181.07,185.24,188.83,188.07,187.21,179.44,187.22,190.76,190,186.36,185.56,187.25,185.74,189.42,185.38,188.99,187.01,185.73,176.47,,Peptide447,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.1,-3.53,8.29,2.03,-14.79,-5.74,-1.57,2.02,1.26,0.4,-7.37,0.41,3.95,3.19,-0.45,-1.25,0.44,-1.07,2.61,-1.43,2.18,0.2,-1.08,-10.34
185.81,168.54,189.23,185.14,184.97,183.02,192.09,173.36,191.43,185.87,186.38,176.27,185.79,188.84,183.8,189.87,191.71,188.61,183.37,182.89,190.05,185.43,189.75,184.67,,Peptide447,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-1,-18.27,2.42,-1.67,-1.84,-3.79,5.28,-13.45,4.62,-0.94,-0.43,-10.54,-1.02,2.03,-3.01,3.06,4.9,1.8,-3.44,-3.92,3.24,-1.38,2.94,-2.14
171.66,163.47,178.22,189.5,184.98,188.38,191.03,187.61,181.29,189.27,188.32,190.83,183.25,188.86,186.17,186.84,188.3,190.15,192.56,189.57,186.53,186.91,191.27,181.7,,Peptide447,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-15.15,-23.34,-8.59,2.69,-1.83,1.57,4.22,0.8,-5.52,2.46,1.51,4.02,-3.56,2.05,-0.64,0.03,1.49,3.34,5.75,2.76,-0.28,0.1,4.46,-5.11
176.8,181.2,193.95,182.49,172.22,175.88,186.07,180.58,200.22,188.97,192.57,172.79,192.26,174.61,193.05,187.04,185,190.75,186.92,183.03,192.64,182.23,188.92,179.19,,Peptide447,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-10.01,-5.61,7.14,-4.32,-14.59,-10.93,-0.74,-6.23,13.41,2.16,5.76,-14.02,5.45,-12.2,6.24,0.23,-1.81,3.94,0.11,-3.78,5.83,-4.58,2.11,-7.62
174.98,172.48,179.77,172.94,189.7,172.99,184.58,183.37,180.31,187.24,192.68,181.43,186.08,186.07,186.91,187.4,189.8,193.16,191.36,194.19,196.89,183.35,187.82,178.6,,Peptide447,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-11.83,-14.33,-7.04,-13.87,2.89,-13.82,-2.23,-3.44,-6.5,0.43,5.87,-5.38,-0.73,-0.74,0.1,0.59,2.99,6.35,4.55,7.38,10.08,-3.46,1.01,-8.21
179.59,183.04,185.93,185.24,190.81,182.44,186.13,180.86,188.88,190.26,194.34,184.06,191.85,190.3,185.55,190.57,187.49,188.71,180.76,184.35,196.35,188.75,181.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209.81,189.69,186.88,181.14,191.96,196.06,187.15,181.71,179.72,184.23,188.83,190.78,176.2,170.45,184.12,182.88,191.15,183.3,189.45,179.3,183.85,188.25,185.88,229.49,,Peptide448,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,PIK3R1-N,ZAP70-C,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,179.77,30.04,9.92,7.11,1.37,12.19,16.29,7.38,1.94,-0.05,4.46,9.06,11.01,-3.57,-9.32,4.35,3.11,11.38,3.53,9.68,-0.47,4.08,8.48,6.11,49.72
194.36,204.71,181.9,192.76,178.84,183.54,183.29,182.28,186.78,184.9,180.01,178.32,176.75,181.21,182.01,180.13,178.71,180.93,178.39,181.51,182.09,183.27,180.04,177.42,,Peptide448,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,BLK,SRC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,14.59,24.94,2.13,12.99,-0.93,3.77,3.52,2.51,7.01,5.13,0.24,-1.45,-3.02,1.44,2.24,0.36,-1.06,1.16,-1.38,1.74,2.32,3.5,0.27,-2.35
187.57,172.2,175.16,178.48,184.91,172.44,188.16,178.04,181.17,175.82,174.73,174.03,184.67,182.45,183.23,178.01,186.63,179.19,173.81,181.53,179.04,173.92,171.44,178.02,,Peptide448,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,PIK3R1-C,VAV1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,7.8,-7.57,-4.61,-1.29,5.14,-7.33,8.39,-1.73,1.4,-3.95,-5.04,-5.74,4.9,2.68,3.46,-1.76,6.86,-0.58,-5.96,1.76,-0.73,-5.85,-8.33,-1.75
182.52,172.94,189.2,187.46,184.35,174.83,174.93,179.48,176.84,176.78,182.28,181.96,181.18,178.63,179.2,182.01,181.76,181.6,175.29,174.26,182.24,180.06,177.53,182.49,,Peptide448,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,CRK,TXN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,2.75,-6.83,9.43,7.69,4.58,-4.94,-4.84,-0.29,-2.93,-2.99,2.51,2.19,1.41,-1.14,-0.57,2.24,1.99,1.83,-4.48,-5.51,2.47,0.29,-2.24,2.72
180.6,174.73,182,181.83,180.07,174.95,175.78,165.3,176.35,185.58,176.81,182.29,176.71,178.94,174.63,181.09,182.52,179.7,177.88,171.28,180.34,181.44,174.65,181.35,,Peptide448,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,PLCG1-N,FGR,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,0.83,-5.04,2.23,2.06,0.3,-4.82,-3.99,-14.47,-3.42,5.81,-2.96,2.52,-3.06,-0.83,-5.14,1.32,2.75,-0.07,-1.89,-8.49,0.57,1.67,-5.12,1.58
181.26,173.83,177.33,179.28,177.89,182.05,185.96,172.66,186.26,178.14,179.65,182.39,176.65,181.97,179.08,175.95,171.83,174.3,177.71,181.98,188.15,172.07,177.31,180.49,,Peptide448,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,ITK,GRB2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.49,-5.94,-2.44,-0.49,-1.88,2.28,6.19,-7.11,6.49,-1.63,-0.12,2.62,-3.12,2.2,-0.69,-3.82,-7.94,-5.47,-2.06,2.21,8.38,-7.7,-2.46,0.72
199.81,190.1,189.36,178.77,178.5,175.39,178.59,172.22,172.12,176.17,176.59,183.85,177.85,186.94,176.42,177.46,178.02,179.98,174.54,172.72,182.73,179.19,178.25,180.46,,Peptide448,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,PLCG1-NC,VAV3,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,20.04,10.33,9.59,-1,-1.27,-4.38,-1.18,-7.55,-7.65,-3.6,-3.18,4.08,-1.92,7.17,-3.35,-2.31,-1.75,0.21,-5.23,-7.05,2.96,-0.58,-1.52,0.69
180.91,179.62,179.88,184.26,180.16,184.97,176.91,177.79,177.91,182.84,184.31,178.79,178.18,175.76,178.41,179.04,178.05,181.1,177.33,170.28,179.68,176.43,186.55,180.55,,Peptide448,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,SYK-C,TNS,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.14,-0.15,0.11,4.49,0.39,5.2,-2.86,-1.98,-1.86,3.07,4.54,-0.98,-1.59,-4.01,-1.36,-0.73,-1.72,1.33,-2.44,-9.49,-0.09,-3.34,6.78,0.78
179.31,192.04,165.67,171.29,176.54,183.96,183.37,172.24,177.5,179.34,173.36,177.18,183.87,177.91,176.66,178.98,174.04,176.39,175.43,176.13,181.23,168.2,173.62,182.94,,Peptide448,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,TENS1,PIK3R1-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-0.46,12.27,-14.1,-8.48,-3.23,4.19,3.6,-7.53,-2.27,-0.43,-6.41,-2.59,4.1,-1.86,-3.11,-0.79,-5.73,-3.38,-4.34,-3.64,1.46,-11.57,-6.15,3.17
180.98,176.51,170.87,169.7,179.11,184.72,178.26,180.28,174.64,178.56,177.73,177.04,177.71,180.97,178.91,178.87,172.84,175.83,182.24,181.79,176.74,180.6,173.36,176.51,,Peptide448,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,PTPN11-N,NCK2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.21,-3.26,-8.9,-10.07,-0.66,4.95,-1.51,0.51,-5.13,-1.21,-2.04,-2.73,-2.06,1.2,-0.86,-0.9,-6.93,-3.94,2.47,2.02,-3.03,0.83,-6.41,-3.26
184.36,182.34,177.38,171.23,179.69,174.77,182.32,179.86,177.67,181.68,178.78,179.97,176.27,175.98,170.67,176.5,182.02,182.76,179.43,172.81,184.59,178.72,178.3,183.46,,Peptide448,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,NCK1,PTPN11-NC,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.59,2.57,-2.39,-8.54,-0.08,-5,2.55,0.09,-2.1,1.91,-0.99,0.2,-3.5,-3.79,-9.1,-3.27,2.25,2.99,-0.34,-6.96,4.82,-1.05,-1.47,3.69
181.56,175.04,188.85,177.11,177.16,186.58,179.13,179.46,174.08,177.33,179.55,182.21,172.61,177.55,175.46,169.92,173.72,179.34,176.39,182.07,173.6,183.47,172.81,174.56,,Peptide448,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,PLCG1-C,GRAP2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1.79,-4.73,9.08,-2.66,-2.61,6.81,-0.64,-0.31,-5.69,-2.44,-0.22,2.44,-7.16,-2.22,-4.31,-9.85,-6.05,-0.43,-3.38,2.3,-6.17,3.7,-6.96,-5.21
186,171.22,182.94,190.07,180.84,180.59,171.72,185.76,176.81,181.18,172.1,177.85,180.59,176.67,184.91,175.93,176.09,181.77,178.5,175.32,175.74,171.43,175.28,178.8,,Peptide448,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,TEC,LYN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,6.23,-8.55,3.17,10.3,1.07,0.82,-8.05,5.99,-2.96,1.41,-7.67,-1.92,0.82,-3.1,5.14,-3.84,-3.68,2,-1.27,-4.45,-4.03,-8.34,-4.49,-0.97
174.12,166,176.99,190.25,181.07,189.67,187.48,174.01,175.76,174.46,176.39,176.24,178.53,181.16,173.1,178.88,184.14,182.2,179.81,178.58,179.47,174.17,177.16,175.58,,Peptide448,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,PTPN11-C,SOCS6,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-5.65,-13.77,-2.78,10.48,1.3,9.9,7.71,-5.76,-4.01,-5.31,-3.38,-3.53,-1.24,1.39,-6.67,-0.89,4.37,2.43,0.04,-1.19,-0.3,-5.6,-2.61,-4.19
156.84,192.96,188.33,183.77,171.3,179.67,181.25,179.36,176.19,176.94,181.54,176.2,179.66,181.34,182.17,184.62,183.24,174.43,171.38,175.17,188.06,178.64,178.03,180.21,,Peptide448,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,SOCS3,YES1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,-22.93,13.19,8.56,4,-8.47,-0.1,1.48,-0.41,-3.58,-2.83,1.77,-3.57,-0.11,1.57,2.4,4.85,3.47,-5.34,-8.39,-4.6,8.29,-1.13,-1.74,0.44
184.38,177.16,181.73,184.91,176.75,177.74,181.65,183.06,188.61,177.19,180.37,179.7,178.87,174.19,181.81,176.66,180.24,179.36,174.21,172.45,177.92,176.53,184.15,184.59,,Peptide448,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,VAV2,SOCS2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,4.61,-2.61,1.96,5.14,-3.02,-2.03,1.88,3.29,8.84,-2.58,0.6,-0.07,-0.9,-5.58,2.04,-3.11,0.47,-0.41,-5.56,-7.32,-1.85,-3.24,4.38,4.82
172.94,189.2,187.46,184.35,174.83,174.93,179.48,176.84,176.78,182.28,181.96,181.18,178.63,179.2,182.01,181.76,181.6,175.29,174.26,182.24,180.06,177.53,182.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
